代號,股票名稱,權重,持有數,Date
2486,一詮,0.88,1230000,2026-04-03
3036,文曄,1.02,947000,2026-04-03
8046,南電,2.35,858000,2026-04-03
2330,台積電,7.02,806000,2026-04-03
8996,高力,2.98,715000,2026-04-03
3163,波若威,3.1,676000,2026-04-03
2337,旺宏,0.42,671000,2026-04-03
2344,華邦電,0.29,663000,2026-04-03
8021,尖點,0.67,569920,2026-04-03
6584,南俊國際,1.55,566000,2026-04-03
2345,智邦,4.06,531000,2026-04-03
4749,新應材,2.03,526000,2026-04-03
4991,環宇-KY,1.07,511000,2026-04-03
3189,景碩,0.74,457013,2026-04-03
8299,群聯,3.25,434000,2026-04-03
3017,奇鋐,3.69,370000,2026-04-03
2360,致茂,2.73,370000,2026-04-03
6531,愛普*,0.78,367000,2026-04-03
3533,嘉澤,3.38,343000,2026-04-03
2383,台光電,4.33,323000,2026-04-03
6442,光聖,2.98,310000,2026-04-03
7751,竑騰,2.28,285000,2026-04-03
2308,台達電,1.93,280000,2026-04-03
3711,日月光投控,0.41,236000,2026-04-03
3260,威剛,0.4,231000,2026-04-03
6274,台燿,0.69,230000,2026-04-03
2368,金像電,0.99,227000,2026-04-03
6805,富世達,1.99,219000,2026-04-03
6781,AES-KY,0.91,198000,2026-04-03
6223,旺矽,3.55,196000,2026-04-03
2059,川湖,3.07,191000,2026-04-03
3081,聯亞,1.62,185000,2026-04-03
2449,京元電子,0.21,166000,2026-04-03
6669,緯穎,2.4,146000,2026-04-03
7769,鴻勁,2.62,142000,2026-04-03
6510,精測,2.16,142000,2026-04-03
6515,穎崴,3.53,111000,2026-04-03
3653,健策,1.79,100000,2026-04-03
3665,貿聯-KY,0.92,100000,2026-04-03
3324,雙鴻,0.41,93000,2026-04-03
5289,宜鼎,0.41,90000,2026-04-03
3131,弘塑,1.29,87000,2026-04-03
3491,昇達科,0.51,71000,2026-04-03
3529,力旺,0.85,67000,2026-04-03
3443,創意,0.74,66000,2026-04-03
3661,世芯-KY,0.77,59000,2026-04-03
5274,信驊,1.63,29000,2026-04-03
2408,南亞科,2.34,2432000,2026-04-07
5347,世界,1.29,2277000,2026-04-07
8358,金居,1.97,1728000,2026-04-07
3105,穩懋,3.26,1716000,2026-04-07
3037,欣興,3.36,1277000,2026-04-07
2486,一詮,0.83,1230000,2026-04-07
3036,文曄,1.01,947000,2026-04-07
8046,南電,2.5,858000,2026-04-07
2330,台積電,7.0,806000,2026-04-07
8996,高力,3.02,715000,2026-04-07
3163,波若威,3.3,676000,2026-04-07
2337,旺宏,0.43,671000,2026-04-07
2344,華邦電,0.28,663000,2026-04-07
8021,尖點,0.71,569920,2026-04-07
6584,南俊國際,1.58,566000,2026-04-07
2345,智邦,4.01,531000,2026-04-07
4749,新應材,1.99,526000,2026-04-07
4991,環宇-KY,1.12,511000,2026-04-07
3189,景碩,0.77,457013,2026-04-07
8299,群聯,3.18,434000,2026-04-07
3017,奇鋐,3.51,370000,2026-04-07
2360,致茂,2.71,370000,2026-04-07
6531,愛普*,0.81,367000,2026-04-07
3533,嘉澤,3.25,343000,2026-04-07
2383,台光電,4.35,323000,2026-04-07
6442,光聖,3.03,310000,2026-04-07
7751,竑騰,2.44,285000,2026-04-07
3711,日月光投控,0.39,236000,2026-04-07
3260,威剛,0.39,231000,2026-04-07
6274,台燿,0.73,230000,2026-04-07
2368,金像電,0.98,227000,2026-04-07
6805,富世達,1.89,219000,2026-04-07
6781,AES-KY,0.89,198000,2026-04-07
6223,旺矽,3.59,196000,2026-04-07
2059,川湖,2.83,191000,2026-04-07
3081,聯亞,1.73,185000,2026-04-07
2449,京元電子,0.21,166000,2026-04-07
6669,緯穎,2.31,146000,2026-04-07
7769,鴻勁,2.66,142000,2026-04-07
6510,精測,2.21,142000,2026-04-07
2308,台達電,0.96,135000,2026-04-07
6515,穎崴,3.68,111000,2026-04-07
3653,健策,1.76,100000,2026-04-07
3665,貿聯-KY,0.93,100000,2026-04-07
3324,雙鴻,0.4,93000,2026-04-07
5289,宜鼎,0.41,90000,2026-04-07
3131,弘塑,1.28,87000,2026-04-07
3491,昇達科,0.54,71000,2026-04-07
3529,力旺,0.87,67000,2026-04-07
3443,創意,0.73,66000,2026-04-07
3661,世芯-KY,0.75,59000,2026-04-07
5274,信驊,1.55,29000,2026-04-07
2408,南亞科,2.37,2432000,2026-04-08
5347,世界,1.3,2277000,2026-04-08
8358,金居,2.02,1728000,2026-04-08
3105,穩懋,3.29,1716000,2026-04-08
3037,欣興,3.45,1277000,2026-04-08
2486,一詮,0.85,1230000,2026-04-08
3036,文曄,0.96,947000,2026-04-08
8046,南電,2.38,858000,2026-04-08
2330,台積電,6.86,806000,2026-04-08
8996,高力,2.87,715000,2026-04-08
3163,波若威,3.38,676000,2026-04-08
2337,旺宏,0.44,671000,2026-04-08
2344,華邦電,0.28,663000,2026-04-08
8021,尖點,0.73,569920,2026-04-08
6584,南俊國際,1.62,566000,2026-04-08
2345,智邦,3.96,531000,2026-04-08
4749,新應材,1.99,526000,2026-04-08
4991,環宇-KY,1.15,511000,2026-04-08
3189,景碩,0.79,457013,2026-04-08
8299,群聯,3.27,434000,2026-04-08
3017,奇鋐,3.6,370000,2026-04-08
2360,致茂,2.78,370000,2026-04-08
6531,愛普*,0.77,367000,2026-04-08
3533,嘉澤,3.34,343000,2026-04-08
2383,台光電,4.47,323000,2026-04-08
6442,光聖,2.93,310000,2026-04-08
7751,竑騰,2.47,285000,2026-04-08
3711,日月光投控,0.39,236000,2026-04-08
3260,威剛,0.39,231000,2026-04-08
6274,台燿,0.73,230000,2026-04-08
2368,金像電,0.99,227000,2026-04-08
6805,富世達,1.81,219000,2026-04-08
6781,AES-KY,0.88,198000,2026-04-08
6223,旺矽,3.69,196000,2026-04-08
2059,川湖,2.76,191000,2026-04-08
3081,聯亞,1.65,185000,2026-04-08
2449,京元電子,0.2,166000,2026-04-08
6669,緯穎,2.27,146000,2026-04-08
7769,鴻勁,2.64,142000,2026-04-08
6510,精測,2.13,142000,2026-04-08
2308,台達電,0.98,135000,2026-04-08
6515,穎崴,3.78,111000,2026-04-08
3653,健策,1.75,100000,2026-04-08
3665,貿聯-KY,0.88,100000,2026-04-08
3324,雙鴻,0.41,93000,2026-04-08
5289,宜鼎,0.42,90000,2026-04-08
3131,弘塑,1.27,87000,2026-04-08
3491,昇達科,0.55,71000,2026-04-08
3529,力旺,0.86,67000,2026-04-08
3443,創意,0.72,66000,2026-04-08
3661,世芯-KY,0.74,59000,2026-04-08
5274,信驊,1.6,29000,2026-04-08
2408,南亞科,2.13,2432000,2026-04-09
5347,世界,1.28,2277000,2026-04-09
8358,金居,2.01,1728000,2026-04-09
3105,穩懋,3.2,1716000,2026-04-09
3037,欣興,3.41,1277000,2026-04-09
2486,一詮,0.92,1230000,2026-04-09
3036,文曄,0.91,947000,2026-04-09
8046,南電,2.45,858000,2026-04-09
2330,台積電,6.74,806000,2026-04-09
8996,高力,3.09,715000,2026-04-09
3163,波若威,3.53,676000,2026-04-09
2337,旺宏,0.41,671000,2026-04-09
2344,華邦電,0.26,663000,2026-04-09
8021,尖點,0.7,569920,2026-04-09
6584,南俊國際,1.43,566000,2026-04-09
2345,智邦,3.84,531000,2026-04-09
4749,新應材,1.97,526000,2026-04-09
4991,環宇-KY,1.14,511000,2026-04-09
3189,景碩,0.76,457013,2026-04-09
8299,群聯,3.0,434000,2026-04-09
3017,奇鋐,3.54,370000,2026-04-09
2360,致茂,2.91,370000,2026-04-09
6531,愛普*,0.75,367000,2026-04-09
3533,嘉澤,3.39,343000,2026-04-09
2383,台光電,4.45,323000,2026-04-09
6442,光聖,2.8,310000,2026-04-09
7751,竑騰,2.41,285000,2026-04-09
3711,日月光投控,0.4,236000,2026-04-09
3260,威剛,0.36,231000,2026-04-09
6274,台燿,0.78,230000,2026-04-09
2368,金像電,1.06,227000,2026-04-09
6805,富世達,1.72,219000,2026-04-09
6781,AES-KY,0.83,198000,2026-04-09
6223,旺矽,3.75,196000,2026-04-09
2059,川湖,2.67,191000,2026-04-09
3081,聯亞,1.67,185000,2026-04-09
2449,京元電子,0.2,166000,2026-04-09
6669,緯穎,2.23,146000,2026-04-09
7769,鴻勁,2.58,142000,2026-04-09
6510,精測,2.07,142000,2026-04-09
2308,台達電,0.95,135000,2026-04-09
6515,穎崴,3.79,111000,2026-04-09
3653,健策,1.81,100000,2026-04-09
3665,貿聯-KY,0.91,100000,2026-04-09
3324,雙鴻,0.39,93000,2026-04-09
5289,宜鼎,0.43,90000,2026-04-09
3131,弘塑,1.22,87000,2026-04-09
3491,昇達科,0.53,71000,2026-04-09
3529,力旺,0.82,67000,2026-04-09
3443,創意,0.75,66000,2026-04-09
3661,世芯-KY,0.73,59000,2026-04-09
5274,信驊,1.56,29000,2026-04-09
2408,南亞科,2.15,2432000,2026-04-10
5347,世界,1.21,2277000,2026-04-10
8358,金居,1.94,1728000,2026-04-10
3105,穩懋,3.28,1716000,2026-04-10
3037,欣興,3.35,1277000,2026-04-10
2486,一詮,0.94,1230000,2026-04-10
3036,文曄,0.88,947000,2026-04-10
8046,南電,2.35,858000,2026-04-10
2330,台積電,6.63,806000,2026-04-10
8996,高力,3.06,715000,2026-04-10
3163,波若威,3.5,676000,2026-04-10
2337,旺宏,0.4,671000,2026-04-10
2344,華邦電,0.26,663000,2026-04-10
8021,尖點,0.74,569920,2026-04-10
6584,南俊國際,1.46,566000,2026-04-10
2345,智邦,4.01,531000,2026-04-10
4749,新應材,1.93,526000,2026-04-10
4991,環宇-KY,1.16,511000,2026-04-10
3189,景碩,0.72,457013,2026-04-10
8299,群聯,2.96,434000,2026-04-10
3017,奇鋐,3.45,370000,2026-04-10
2360,致茂,2.72,370000,2026-04-10
6531,愛普*,0.78,367000,2026-04-10
3533,嘉澤,3.2,343000,2026-04-10
2383,台光電,4.54,323000,2026-04-10
6442,光聖,2.97,310000,2026-04-10
7751,竑騰,2.34,285000,2026-04-10
3711,日月光投控,0.38,236000,2026-04-10
3260,威剛,0.35,231000,2026-04-10
6274,台燿,0.76,230000,2026-04-10
2368,金像電,1.02,227000,2026-04-10
6805,富世達,1.68,219000,2026-04-10
6223,旺矽,3.73,196000,2026-04-10
2059,川湖,2.64,191000,2026-04-10
3081,聯亞,1.76,185000,2026-04-10
6669,緯穎,2.18,146000,2026-04-10
7769,鴻勁,2.45,142000,2026-04-10
6510,精測,2.04,142000,2026-04-10
2308,台達電,0.96,135000,2026-04-10
6515,穎崴,3.62,111000,2026-04-10
3653,健策,1.7,100000,2026-04-10
3665,貿聯-KY,0.91,100000,2026-04-10
3324,雙鴻,0.38,93000,2026-04-10
5289,宜鼎,0.43,90000,2026-04-10
3131,弘塑,1.13,87000,2026-04-10
3491,昇達科,0.53,71000,2026-04-10
3529,力旺,0.81,67000,2026-04-10
6781,AES-KY,0.27,67000,2026-04-10
3443,創意,0.72,66000,2026-04-10
3661,世芯-KY,0.73,59000,2026-04-10
5274,信驊,1.5,29000,2026-04-10
2408,南亞科,2.15,2432000,2026-04-11
5347,世界,1.21,2277000,2026-04-11
8358,金居,1.94,1728000,2026-04-11
3105,穩懋,3.28,1716000,2026-04-11
3037,欣興,3.35,1277000,2026-04-11
2486,一詮,0.94,1230000,2026-04-11
3036,文曄,0.88,947000,2026-04-11
8046,南電,2.35,858000,2026-04-11
2330,台積電,6.63,806000,2026-04-11
8996,高力,3.06,715000,2026-04-11
3163,波若威,3.5,676000,2026-04-11
2337,旺宏,0.4,671000,2026-04-11
2344,華邦電,0.26,663000,2026-04-11
8021,尖點,0.74,569920,2026-04-11
6584,南俊國際,1.46,566000,2026-04-11
2345,智邦,4.01,531000,2026-04-11
4749,新應材,1.93,526000,2026-04-11
4991,環宇-KY,1.16,511000,2026-04-11
3189,景碩,0.72,457013,2026-04-11
8299,群聯,2.96,434000,2026-04-11
3017,奇鋐,3.45,370000,2026-04-11
2360,致茂,2.72,370000,2026-04-11
6531,愛普*,0.78,367000,2026-04-11
3533,嘉澤,3.2,343000,2026-04-11
2383,台光電,4.54,323000,2026-04-11
6442,光聖,2.97,310000,2026-04-11
7751,竑騰,2.34,285000,2026-04-11
3711,日月光投控,0.38,236000,2026-04-11
3260,威剛,0.35,231000,2026-04-11
6274,台燿,0.76,230000,2026-04-11
2368,金像電,1.02,227000,2026-04-11
6805,富世達,1.68,219000,2026-04-11
6223,旺矽,3.73,196000,2026-04-11
2059,川湖,2.64,191000,2026-04-11
3081,聯亞,1.76,185000,2026-04-11
6669,緯穎,2.18,146000,2026-04-11
7769,鴻勁,2.45,142000,2026-04-11
6510,精測,2.04,142000,2026-04-11
2308,台達電,0.96,135000,2026-04-11
6515,穎崴,3.62,111000,2026-04-11
3653,健策,1.7,100000,2026-04-11
3665,貿聯-KY,0.91,100000,2026-04-11
3324,雙鴻,0.38,93000,2026-04-11
5289,宜鼎,0.43,90000,2026-04-11
3131,弘塑,1.13,87000,2026-04-11
3491,昇達科,0.53,71000,2026-04-11
3529,力旺,0.81,67000,2026-04-11
6781,AES-KY,0.27,67000,2026-04-11
3443,創意,0.72,66000,2026-04-11
3661,世芯-KY,0.73,59000,2026-04-11
5274,信驊,1.5,29000,2026-04-11
2408,南亞科,2.16,2499000,2026-04-13
5347,世界,1.13,2340000,2026-04-13
8358,金居,1.96,1776000,2026-04-13
3105,穩懋,3.1,1764000,2026-04-13
3037,欣興,4.03,1678000,2026-04-13
2486,一詮,0.94,1264000,2026-04-13
3036,文曄,0.85,974000,2026-04-13
2330,台積電,7.07,926000,2026-04-13
8046,南電,2.22,882000,2026-04-13
8996,高力,3.09,735000,2026-04-13
3163,波若威,3.2,695000,2026-04-13
2337,旺宏,0.39,690000,2026-04-13
2344,華邦電,0.25,681000,2026-04-13
6584,南俊國際,1.45,582000,2026-04-13
8021,尖點,0.76,569920,2026-04-13
2345,智邦,3.81,546000,2026-04-13
4749,新應材,1.91,541000,2026-04-13
4991,環宇-KY,1.17,525000,2026-04-13
6442,光聖,4.36,510000,2026-04-13
3189,景碩,0.66,470013,2026-04-13
8299,群聯,2.94,446000,2026-04-13
3017,奇鋐,3.21,380000,2026-04-13
2360,致茂,2.74,380000,2026-04-13
6531,愛普*,0.8,367000,2026-04-13
3533,嘉澤,3.05,353000,2026-04-13
2383,台光電,4.24,332000,2026-04-13
7751,竑騰,2.2,293000,2026-04-13
3711,日月光投控,0.39,243000,2026-04-13
3260,威剛,0.33,237000,2026-04-13
6274,台燿,0.73,236000,2026-04-13
2368,金像電,0.94,233000,2026-04-13
6805,富世達,1.52,225000,2026-04-13
6223,旺矽,3.51,201000,2026-04-13
3665,貿聯-KY,1.71,200000,2026-04-13
2059,川湖,2.51,196000,2026-04-13
3081,聯亞,1.69,190000,2026-04-13
6510,精測,2.06,157000,2026-04-13
6669,緯穎,2.1,150000,2026-04-13
7769,鴻勁,2.3,146000,2026-04-13
2308,台達電,0.93,139000,2026-04-13
3131,弘塑,1.56,117000,2026-04-13
6515,穎崴,3.75,114000,2026-04-13
3653,健策,1.6,103000,2026-04-13
3324,雙鴻,0.35,96000,2026-04-13
5289,宜鼎,0.4,92000,2026-04-13
3491,昇達科,0.5,73000,2026-04-13
3529,力旺,0.84,69000,2026-04-13
6781,AES-KY,0.26,69000,2026-04-13
3443,創意,0.72,68000,2026-04-13
3661,世芯-KY,0.72,61000,2026-04-13
5274,信驊,1.4,30000,2026-04-13
2408,南亞科,2.01,2562000,2026-04-14
5347,世界,1.07,2400000,2026-04-14
3105,穩懋,2.95,1808000,2026-04-14
8358,金居,2.0,1776000,2026-04-14
3037,欣興,3.66,1720000,2026-04-14
2486,一詮,0.88,1296000,2026-04-14
3036,文曄,0.81,998000,2026-04-14
8996,高力,3.95,993000,2026-04-14
2330,台積電,6.95,949000,2026-04-14
8046,南電,2.08,904000,2026-04-14
3163,波若威,3.05,712000,2026-04-14
2337,旺宏,0.39,707000,2026-04-14
2344,華邦電,0.23,698000,2026-04-14
6584,南俊國際,1.59,637000,2026-04-14
8021,尖點,0.73,583920,2026-04-14
6531,愛普*,1.23,567000,2026-04-14
2345,智邦,3.77,560000,2026-04-14
8299,群聯,3.5,557000,2026-04-14
4749,新應材,1.82,555000,2026-04-14
4991,環宇-KY,1.19,538000,2026-04-14
6442,光聖,3.87,523000,2026-04-14
3189,景碩,0.64,483013,2026-04-14
3665,貿聯-KY,3.31,405000,2026-04-14
3017,奇鋐,3.21,390000,2026-04-14
2360,致茂,2.55,389000,2026-04-14
3533,嘉澤,2.87,362000,2026-04-14
2383,台光電,4.37,340000,2026-04-14
7751,竑騰,2.09,300000,2026-04-14
3711,日月光投控,0.38,249000,2026-04-14
3260,威剛,0.33,243000,2026-04-14
6274,台燿,0.74,242000,2026-04-14
2368,金像電,0.98,239000,2026-04-14
6805,富世達,1.42,231000,2026-04-14
6223,旺矽,3.35,206000,2026-04-14
2059,川湖,2.47,201000,2026-04-14
3081,聯亞,1.51,195000,2026-04-14
6510,精測,1.93,161000,2026-04-14
6669,緯穎,2.06,154000,2026-04-14
7769,鴻勁,2.24,150000,2026-04-14
2308,台達電,0.89,142000,2026-04-14
3131,弘塑,1.41,120000,2026-04-14
6515,穎崴,3.53,117000,2026-04-14
3653,健策,1.51,106000,2026-04-14
3324,雙鴻,0.34,98000,2026-04-14
5289,宜鼎,0.4,94000,2026-04-14
3529,力旺,1.06,89000,2026-04-14
3491,昇達科,0.46,75000,2026-04-14
6781,AES-KY,0.25,71000,2026-04-14
3443,創意,0.74,68000,2026-04-14
3661,世芯-KY,0.72,63000,2026-04-14
5274,信驊,1.44,31000,2026-04-14
2408,南亞科,1.85,2562000,2026-04-16
3105,穩懋,4.0,2408000,2026-04-16
5347,世界,1.08,2400000,2026-04-16
3037,欣興,3.76,1720000,2026-04-16
6271,同欣電,1.06,1695000,2026-04-16
8358,金居,1.5,1326000,2026-04-16
2486,一詮,0.81,1296000,2026-04-16
3036,文曄,0.79,998000,2026-04-16
8996,高力,3.75,993000,2026-04-16
2330,台積電,6.71,949000,2026-04-16
8046,南電,2.21,904000,2026-04-16
3163,波若威,2.74,712000,2026-04-16
2337,旺宏,0.33,707000,2026-04-16
2344,華邦電,0.21,698000,2026-04-16
6584,南俊國際,1.46,637000,2026-04-16
8021,尖點,0.7,583920,2026-04-16
6531,愛普*,1.13,567000,2026-04-16
2345,智邦,3.86,560000,2026-04-16
8299,群聯,2.99,557000,2026-04-16
4749,新應材,1.68,555000,2026-04-16
4991,環宇-KY,1.09,538000,2026-04-16
6442,光聖,3.68,523000,2026-04-16
6274,台燿,1.6,492000,2026-04-16
3189,景碩,0.64,483013,2026-04-16
3665,貿聯-KY,3.29,405000,2026-04-16
3017,奇鋐,3.23,390000,2026-04-16
2360,致茂,2.7,389000,2026-04-16
3533,嘉澤,3.08,362000,2026-04-16
2383,台光電,4.42,340000,2026-04-16
7751,竑騰,1.88,300000,2026-04-16
3711,日月光投控,0.38,249000,2026-04-16
3260,威剛,0.3,243000,2026-04-16
2368,金像電,0.94,239000,2026-04-16
6805,富世達,1.49,231000,2026-04-16
6223,旺矽,3.43,206000,2026-04-16
2059,川湖,2.35,201000,2026-04-16
3081,聯亞,1.56,195000,2026-04-16
