代號,股票名稱,權重,持有數,Date
7769,鴻勁精密,4.43,325000,2026-04-02
6223,旺矽科技,3.98,285000,2026-04-02
3653,健策精密,2.51,180000,2026-04-02
5274,信驊科技,3.6,90000,2026-04-02
6515,穎崴科技,2.32,90000,2026-04-02
2313,華通電腦,0.01,9000,2026-04-02
2317,鴻海精密,0.01,9000,2026-04-02
2327,國巨股份,0.01,9000,2026-04-02
2382,廣達電腦,0.01,9000,2026-04-02
2603,長榮海運,0.01,9000,2026-04-02
2059,川湖科技,0.01,1000,2026-04-02
6510,中華精測,0.01,1000,2026-04-02
2454,聯發科技,0.01,1000,2026-04-02
2408,南亞科技,6.2,8500000,2026-04-03
2337,旺宏電子,1.64,3500000,2026-04-03
3037,欣興電子,6.04,3200000,2026-04-03
2330,台灣積體,17.97,2730000,2026-04-03
3189,景碩科技,2.81,2300000,2026-04-03
3036,文曄科技,1.63,2000000,2026-04-03
3711,日月光投,2.23,1700000,2026-04-03
8046,南亞電路,3.1,1500000,2026-04-03
8299,群聯電子,7.52,1330000,2026-04-03
2308,台達電子,5.98,1150000,2026-04-03
2368,金像電子,3.13,950000,2026-04-03
2383,台光電子,8.1,800000,2026-04-03
2345,智邦科技,3.76,650000,2026-04-03
3017,奇鋐科技,3.99,530000,2026-04-03
2360,致茂電子,2.57,460000,2026-04-03
6442,光紅建聖,2.76,380000,2026-04-03
3665,貿聯-KY,2.58,370000,2026-04-03
7769,鴻勁精密,4.53,325000,2026-04-03
6223,旺矽科技,3.9,285000,2026-04-03
3653,健策精密,2.43,180000,2026-04-03
5274,信驊科技,3.83,90000,2026-04-03
6515,穎崴科技,0.72,30000,2026-04-03
2449,京元電子,0.01,9000,2026-04-03
2603,長榮海運,0.01,9000,2026-04-03
2313,華通電腦,0.01,9000,2026-04-03
2317,鴻海精密,0.01,9000,2026-04-03
2327,國巨股份,0.01,9000,2026-04-03
2382,廣達電腦,0.01,9000,2026-04-03
6510,中華精測,0.01,1000,2026-04-03
2059,川湖科技,0.01,1000,2026-04-03
2454,聯發科技,0.01,1000,2026-04-03
2408,南亞科技,6.2,8500000,2026-04-07
3037,欣興電子,6.39,3200000,2026-04-07
2330,台灣積體,19.76,3000000,2026-04-07
3036,文曄科技,2.42,3000000,2026-04-07
3189,景碩科技,2.92,2300000,2026-04-07
2337,旺宏電子,1.02,2100000,2026-04-07
8046,南亞電路,3.31,1500000,2026-04-07
8299,群聯電子,7.39,1330000,2026-04-07
2308,台達電子,6.17,1150000,2026-04-07
2368,金像電子,3.12,950000,2026-04-07
2383,台光電子,8.17,800000,2026-04-07
3711,日月光投,0.94,750000,2026-04-07
2345,智邦科技,3.72,650000,2026-04-07
3017,奇鋐科技,3.81,530000,2026-04-07
2360,致茂電子,2.56,460000,2026-04-07
6442,光紅建聖,2.82,380000,2026-04-07
3665,貿聯-KY,2.61,370000,2026-04-07
7769,鴻勁精密,4.62,325000,2026-04-07
6223,旺矽科技,3.96,285000,2026-04-07
3653,健策精密,2.4,180000,2026-04-07
5274,信驊科技,3.66,90000,2026-04-07
2313,華通電腦,0.01,9000,2026-04-07
2317,鴻海精密,0.01,9000,2026-04-07
2327,國巨股份,0.01,9000,2026-04-07
2382,廣達電腦,0.01,9000,2026-04-07
2449,京元電子,0.01,9000,2026-04-07
2603,長榮海運,0.01,9000,2026-04-07
6515,穎崴科技,0.03,1000,2026-04-07
6510,中華精測,0.01,1000,2026-04-07
2059,川湖科技,0.01,1000,2026-04-07
2454,聯發科技,0.01,1000,2026-04-07
2408,南亞科技,6.31,8500000,2026-04-08
3037,欣興電子,6.6,3200000,2026-04-08
2330,台灣積體,19.46,3000000,2026-04-08
3036,文曄科技,2.33,3000000,2026-04-08
3189,景碩科技,3.02,2300000,2026-04-08
2337,旺宏電子,1.05,2100000,2026-04-08
8046,南亞電路,3.18,1500000,2026-04-08
8299,群聯電子,7.92,1380000,2026-04-08
2308,台達電子,6.37,1150000,2026-04-08
2368,金像電子,3.32,1000000,2026-04-08
2383,台光電子,8.44,800000,2026-04-08
2345,智邦科技,3.98,700000,2026-04-08
3017,奇鋐科技,4.08,550000,2026-04-08
2360,致茂電子,2.64,460000,2026-04-08
6442,光紅建聖,2.74,380000,2026-04-08
3665,貿聯-KY,2.48,370000,2026-04-08
7769,鴻勁精密,4.61,325000,2026-04-08
6223,旺矽科技,4.09,285000,2026-04-08
3653,健策精密,2.54,190000,2026-04-08
5274,信驊科技,3.78,90000,2026-04-08
2313,華通電腦,0.01,9000,2026-04-08
2317,鴻海精密,0.01,9000,2026-04-08
2327,國巨股份,0.01,9000,2026-04-08
2382,廣達電腦,0.01,9000,2026-04-08
3711,日月光投,0.01,9000,2026-04-08
2449,京元電子,0.01,9000,2026-04-08
2603,長榮海運,0.01,9000,2026-04-08
6515,穎崴科技,0.03,1000,2026-04-08
2059,川湖科技,0.01,1000,2026-04-08
6510,中華精測,0.01,1000,2026-04-08
2454,聯發科技,0.01,1000,2026-04-08
DA_NTD,AFTER DEDUCTING SECURITIES PURCHASES AMOUNT,1.25,371202960,2026-04-09
2408,南亞科技,5.86,8500000,2026-04-09
3037,欣興電子,6.73,3200000,2026-04-09
2330,台灣積體,19.72,3000000,2026-04-09
3036,文曄科技,2.26,3000000,2026-04-09
3189,景碩科技,2.99,2300000,2026-04-09
8046,南亞電路,3.38,1500000,2026-04-09
8299,群聯電子,7.5,1380000,2026-04-09
2308,台達電子,6.36,1150000,2026-04-09
2368,金像電子,3.68,1000000,2026-04-09
2383,台光電子,8.66,800000,2026-04-09
2345,智邦科技,3.98,700000,2026-04-09
3017,奇鋐科技,4.13,550000,2026-04-09
2360,致茂電子,2.85,460000,2026-04-09
6442,光紅建聖,2.7,380000,2026-04-09
3665,貿聯-KY,2.65,370000,2026-04-09
7769,鴻勁精密,4.64,325000,2026-04-09
6223,旺矽科技,4.28,285000,2026-04-09
3653,健策精密,2.71,190000,2026-04-09
5274,信驊科技,3.8,90000,2026-04-09
3711,日月光投,0.01,9000,2026-04-09
2449,京元電子,0.01,9000,2026-04-09
2603,長榮海運,0.01,9000,2026-04-09
2382,廣達電腦,0.01,9000,2026-04-09
2313,華通電腦,0.01,9000,2026-04-09
2317,鴻海精密,0.01,9000,2026-04-09
2327,國巨股份,0.01,9000,2026-04-09
6515,穎崴科技,0.03,1000,2026-04-09
2059,川湖科技,0.01,1000,2026-04-09
6510,中華精測,0.01,1000,2026-04-09
2454,聯發科技,0.01,1000,2026-04-09
DA_NTD,AFTER DEDUCTING SECURITIES PURCHASES AMOUNT,1.73,525629363,2026-04-10
2408,南亞科技,6.03,8500000,2026-04-10
3037,欣興電子,6.74,3200000,2026-04-10
2330,台灣積體,19.8,3000000,2026-04-10
3189,景碩科技,2.89,2300000,2026-04-10
3036,文曄科技,1.49,2000000,2026-04-10
8046,南亞電路,3.3,1500000,2026-04-10
8299,群聯電子,7.56,1380000,2026-04-10
2308,台達電子,6.58,1150000,2026-04-10
2368,金像電子,3.6,1000000,2026-04-10
2383,台光電子,9.03,800000,2026-04-10
2345,智邦科技,4.24,700000,2026-04-10
3017,奇鋐科技,4.11,550000,2026-04-10
2360,致茂電子,2.71,460000,2026-04-10
6442,光紅建聖,2.92,380000,2026-04-10
3665,貿聯-KY,2.69,370000,2026-04-10
7769,鴻勁精密,4.51,325000,2026-04-10
6223,旺矽科技,4.35,285000,2026-04-10
3653,健策精密,2.59,190000,2026-04-10
5274,信驊科技,3.74,90000,2026-04-10
3711,日月光投,0.01,9000,2026-04-10
2449,京元電子,0.01,9000,2026-04-10
2603,長榮海運,0.01,9000,2026-04-10
2382,廣達電腦,0.01,9000,2026-04-10
2313,華通電腦,0.01,9000,2026-04-10
2317,鴻海精密,0.01,9000,2026-04-10
2327,國巨股份,0.01,9000,2026-04-10
6515,穎崴科技,0.03,1000,2026-04-10
6510,中華精測,0.01,1000,2026-04-10
2059,川湖科技,0.01,1000,2026-04-10
2454,聯發科技,0.01,1000,2026-04-10
DA_NTD,AFTER DEDUCTING SECURITIES PURCHASES AMOUNT,1.73,525629363,2026-04-11
2408,南亞科技,6.03,8500000,2026-04-11
3037,欣興電子,6.74,3200000,2026-04-11
2330,台灣積體,19.8,3000000,2026-04-11
3189,景碩科技,2.89,2300000,2026-04-11
3036,文曄科技,1.49,2000000,2026-04-11
8046,南亞電路,3.3,1500000,2026-04-11
8299,群聯電子,7.56,1380000,2026-04-11
2308,台達電子,6.58,1150000,2026-04-11
2368,金像電子,3.6,1000000,2026-04-11
2383,台光電子,9.03,800000,2026-04-11
2345,智邦科技,4.24,700000,2026-04-11
3017,奇鋐科技,4.11,550000,2026-04-11
2360,致茂電子,2.71,460000,2026-04-11
6442,光紅建聖,2.92,380000,2026-04-11
3665,貿聯-KY,2.69,370000,2026-04-11
7769,鴻勁精密,4.51,325000,2026-04-11
6223,旺矽科技,4.35,285000,2026-04-11
3653,健策精密,2.59,190000,2026-04-11
5274,信驊科技,3.74,90000,2026-04-11
3711,日月光投,0.01,9000,2026-04-11
2449,京元電子,0.01,9000,2026-04-11
2603,長榮海運,0.01,9000,2026-04-11
2382,廣達電腦,0.01,9000,2026-04-11
2313,華通電腦,0.01,9000,2026-04-11
2317,鴻海精密,0.01,9000,2026-04-11
2327,國巨股份,0.01,9000,2026-04-11
6515,穎崴科技,0.03,1000,2026-04-11
6510,中華精測,0.01,1000,2026-04-11
2059,川湖科技,0.01,1000,2026-04-11
2454,聯發科技,0.01,1000,2026-04-11
DA_NTD,AFTER DEDUCTING SECURITIES PURCHASES AMOUNT,1.8,540247158,2026-04-13
2408,南亞科技,6.39,8500000,2026-04-13
3037,欣興電子,6.68,3200000,2026-04-13
2330,台灣積體,19.91,3000000,2026-04-13
3189,景碩科技,2.81,2300000,2026-04-13
8046,南亞電路,3.28,1500000,2026-04-13
8299,群聯電子,7.91,1380000,2026-04-13
2308,台達電子,6.67,1150000,2026-04-13
2368,金像電子,3.52,1000000,2026-04-13
2383,台光電子,8.87,800000,2026-04-13
2345,智邦科技,4.25,700000,2026-04-13
3036,文曄科技,0.53,700000,2026-04-13
3017,奇鋐科技,4.04,550000,2026-04-13
2360,致茂電子,2.88,460000,2026-04-13
6442,光紅建聖,2.83,380000,2026-04-13
3665,貿聯-KY,2.75,370000,2026-04-13
7769,鴻勁精密,4.44,325000,2026-04-13
6223,旺矽科技,4.32,285000,2026-04-13
3653,健策精密,2.7,200000,2026-04-13
5274,信驊科技,3.66,90000,2026-04-13
3711,日月光投,0.01,9000,2026-04-13
2449,京元電子,0.01,9000,2026-04-13
2603,長榮海運,0.01,9000,2026-04-13
2382,廣達電腦,0.01,9000,2026-04-13
2313,華通電腦,0.01,9000,2026-04-13
2317,鴻海精密,0.01,9000,2026-04-13
2327,國巨股份,0.01,9000,2026-04-13
6515,穎崴科技,0.03,1000,2026-04-13
6510,中華精測,0.01,1000,2026-04-13
2059,川湖科技,0.01,1000,2026-04-13
2454,聯發科技,0.01,1000,2026-04-13
DA_NTD,AFTER DEDUCTING SECURITIES PURCHASES AMOUNT,0.81,246581754,2026-04-14
2408,南亞科技,6.12,8500000,2026-04-14
3037,欣興電子,6.25,3200000,2026-04-14
2330,台灣積體,20.18,3000000,2026-04-14
3189,景碩科技,2.79,2300000,2026-04-14
8046,南亞電路,3.49,1650000,2026-04-14
8299,群聯電子,7.95,1380000,2026-04-14
2308,台達電子,6.59,1150000,2026-04-14
2368,金像電子,3.76,1000000,2026-04-14
2383,台光電子,9.44,800000,2026-04-14
2345,智邦科技,4.33,700000,2026-04-14
3017,奇鋐科技,4.16,550000,2026-04-14
2360,致茂電子,2.77,460000,2026-04-14
6442,光紅建聖,2.58,380000,2026-04-14
3665,貿聯-KY,2.78,370000,2026-04-14
7769,鴻勁精密,4.45,325000,2026-04-14
6223,旺矽科技,4.25,285000,2026-04-14
3653,健策精密,2.62,200000,2026-04-14
5274,信驊科技,4.26,100000,2026-04-14
3711,日月光投,0.01,9000,2026-04-14
3036,文曄科技,0.01,9000,2026-04-14
2449,京元電子,0.01,9000,2026-04-14
2603,長榮海運,0.01,9000,2026-04-14
2382,廣達電腦,0.01,9000,2026-04-14
2313,華通電腦,0.01,9000,2026-04-14
2317,鴻海精密,0.01,9000,2026-04-14
2327,國巨股份,0.01,9000,2026-04-14
2337,旺宏電子,0.01,9000,2026-04-14
6515,穎崴科技,0.03,1000,2026-04-14
6510,中華精測,0.01,1000,2026-04-14
2059,川湖科技,0.01,1000,2026-04-14
2454,聯發科技,0.01,1000,2026-04-14
DA_NTD,AFTER DEDUCTING SECURITIES PURCHASES AMOUNT,1.18,363797359,2026-04-16
2408,南亞科技,4.49,6500000,2026-04-16
3037,欣興電子,6.67,3200000,2026-04-16
2330,台灣積體,20.22,3000000,2026-04-16
3189,景碩科技,2.8,2200000,2026-04-16
8046,南亞電路,3.85,1650000,2026-04-16
8299,群聯電子,6.92,1350000,2026-04-16
2308,台達電子,6.74,1130000,2026-04-16
2368,金像電子,3.77,1000000,2026-04-16
2383,台光電子,9.67,780000,2026-04-16
2345,智邦科技,4.61,700000,2026-04-16
3017,奇鋐科技,4.34,550000,2026-04-16
2360,致茂電子,3.05,460000,2026-04-16
6442,光紅建聖,2.55,380000,2026-04-16
3665,貿聯-KY,2.87,370000,2026-04-16
7769,鴻勁精密,4.17,300000,2026-04-16
6223,旺矽科技,4.29,270000,2026-04-16
3653,健策精密,2.83,200000,2026-04-16
5274,信驊科技,4.68,100000,2026-04-16
3711,日月光投,0.01,9000,2026-04-16
3036,文曄科技,0.01,9000,2026-04-16
2449,京元電子,0.01,9000,2026-04-16
2603,長榮海運,0.01,9000,2026-04-16
2382,廣達電腦,0.01,9000,2026-04-16
2313,華通電腦,0.01,9000,2026-04-16
2317,鴻海精密,0.01,9000,2026-04-16
2327,國巨股份,0.01,9000,2026-04-16
6515,穎崴科技,0.03,1000,2026-04-16
6510,中華精測,0.01,1000,2026-04-16
2059,川湖科技,0.01,1000,2026-04-16
2454,聯發科技,0.01,1000,2026-04-16
2408,南亞科技,4.25,6200000,2026-04-18
3037,欣興電子,6.72,3200000,2026-04-18
2330,台灣積體,16.57,2500000,2026-04-18
3189,景碩科技,2.81,2200000,2026-04-18
8046,南亞電路,3.9,1650000,2026-04-18
8299,群聯電子,6.66,1300000,2026-04-18
2308,台達電子,6.79,1130000,2026-04-18
2368,金像電子,3.84,1000000,2026-04-18
2383,台光電子,9.68,780000,2026-04-18
2345,智邦科技,4.73,700000,2026-04-18
3017,奇鋐科技,4.31,550000,2026-04-18
2454,聯發科技,2.95,470000,2026-04-18
2360,致茂電子,3.39,460000,2026-04-18
6442,光紅建聖,2.67,380000,2026-04-18
3665,貿聯-KY,2.86,370000,2026-04-18
7769,鴻勁精密,4.41,300000,2026-04-18
6223,旺矽科技,4.58,270000,2026-04-18
3653,健策精密,2.98,200000,2026-04-18
5274,信驊科技,4.51,100000,2026-04-18
3711,日月光投,0.01,9000,2026-04-18
3036,文曄科技,0.01,9000,2026-04-18
2449,京元電子,0.01,9000,2026-04-18
2603,長榮海運,0.01,9000,2026-04-18
2382,廣達電腦,0.01,9000,2026-04-18
2313,華通電腦,0.01,9000,2026-04-18
2317,鴻海精密,0.01,9000,2026-04-18
2327,國巨股份,0.01,9000,2026-04-18
6515,穎崴科技,0.03,1000,2026-04-18
6510,中華精測,0.01,1000,2026-04-18
2059,川湖科技,0.01,1000,2026-04-18
2408,南亞科技,4.13,6200000,2026-04-20
3037,欣興電子,6.99,3200000,2026-04-20
2330,台灣積體,16.3,2500000,2026-04-20
3189,景碩科技,3.05,2200000,2026-04-20
8046,南亞電路,4.23,1650000,2026-04-20
8299,群聯電子,6.84,1300000,2026-04-20
2308,台達電子,6.73,1100000,2026-04-20
2368,金像電子,3.9,1000000,2026-04-20
2383,台光電子,9.55,770000,2026-04-20
2345,智邦科技,4.52,700000,2026-04-20
3017,奇鋐科技,4.41,550000,2026-04-20
2454,聯發科技,2.88,470000,2026-04-20
2360,致茂電子,3.04,460000,2026-04-20
6442,光紅建聖,2.9,380000,2026-04-20
3665,貿聯-KY,2.93,370000,2026-04-20
7769,鴻勁精密,4.29,300000,2026-04-20
6223,旺矽科技,4.3,260000,2026-04-20
3653,健策精密,3.23,200000,2026-04-20
5274,信驊科技,4.65,100000,2026-04-20
3711,日月光投,0.01,9000,2026-04-20
2603,長榮海運,0.01,9000,2026-04-20
2449,京元電子,0.01,9000,2026-04-20
2382,廣達電腦,0.01,9000,2026-04-20
2313,華通電腦,0.01,9000,2026-04-20
2317,鴻海精密,0.01,9000,2026-04-20
2327,國巨股份,0.01,9000,2026-04-20
6515,穎崴科技,0.04,1000,2026-04-20
6510,中華精測,0.01,1000,2026-04-20
2059,川湖科技,0.01,1000,2026-04-20
DA_NTD,AFTER DEDUCTING SECURITIES PURCHASES AMOUNT,0.38,125223257,2026-04-22
2408,南亞科技,4.16,6200000,2026-04-22
3037,欣興電子,7.02,3200000,2026-04-22
2330,台灣積體,14.45,2300000,2026-04-22
3189,景碩科技,3.31,2200000,2026-04-22
8046,南亞電路,4.06,1650000,2026-04-22
8299,群聯電子,7.07,1300000,2026-04-22
2308,台達電子,6.3,1020000,2026-04-22
2368,金像電子,3.83,1000000,2026-04-22
2383,台光電子,9.59,770000,2026-04-22
2345,智邦科技,4.72,700000,2026-04-22
3017,奇鋐科技,4.54,550000,2026-04-22
2454,聯發科技,3.52,500000,2026-04-22
2360,致茂電子,2.86,460000,2026-04-22
6442,光紅建聖,2.61,380000,2026-04-22
3665,貿聯-KY,2.9,370000,2026-04-22
7769,鴻勁精密,4.36,300000,2026-04-22
6223,旺矽科技,3.84,260000,2026-04-22
3653,健策精密,3.32,200000,2026-04-22
2404,漢唐集成,0.52,170000,2026-04-22
1590,亞德客-KY,0.55,135000,2026-04-22
5274,信驊科技,4.93,100000,2026-04-22
2449,京元電子,0.01,9000,2026-04-22
3711,日月光投,0.01,9000,2026-04-22
2382,廣達電腦,0.01,9000,2026-04-22
2313,華通電腦,0.01,9000,2026-04-22
2317,鴻海精密,0.01,9000,2026-04-22
2327,國巨股份,0.01,9000,2026-04-22
2603,長榮海運,0.01,9000,2026-04-22
6515,穎崴科技,0.03,1000,2026-04-22
6510,中華精測,0.01,1000,2026-04-22
2059,川湖科技,0.01,1000,2026-04-22
2408,南亞科技,3.99,6200000,2026-04-23
3037,欣興電子,7.21,3200000,2026-04-23
2330,台灣積體,14.81,2300000,2026-04-23
3189,景碩科技,2.97,2000000,2026-04-23
8046,南亞電路,4.06,1650000,2026-04-23
8299,群聯電子,6.86,1300000,2026-04-23
2308,台達電子,6.25,1020000,2026-04-23
2368,金像電子,3.92,1000000,2026-04-23
2383,台光電子,9.77,770000,2026-04-23
2345,智邦科技,4.51,700000,2026-04-23
3017,奇鋐科技,4.56,550000,2026-04-23
2327,國巨股份,0.48,530000,2026-04-23
2454,聯發科技,3.43,500000,2026-04-23
2360,致茂電子,2.76,460000,2026-04-23
3665,貿聯-KY,3.15,370000,2026-04-23
7769,鴻勁精密,4.47,300000,2026-04-23
6223,旺矽科技,3.85,260000,2026-04-23
3653,健策精密,3.29,200000,2026-04-23
2404,漢唐集成,0.51,170000,2026-04-23
1590,亞德客-KY,0.58,135000,2026-04-23
5274,信驊科技,4.85,100000,2026-04-23
6442,光紅建聖,0.5,80000,2026-04-23
3081,聯亞光電,0.56,60000,2026-04-23
2449,京元電子,0.01,9000,2026-04-23
2603,長榮海運,0.01,9000,2026-04-23
3711,日月光投,0.01,9000,2026-04-23
2382,廣達電腦,0.01,9000,2026-04-23
2313,華通電腦,0.01,9000,2026-04-23
2317,鴻海精密,0.01,9000,2026-04-23
6515,穎崴科技,0.03,1000,2026-04-23
6510,中華精測,0.01,1000,2026-04-23
2059,川湖科技,0.01,1000,2026-04-23
2408,南亞科技,3.79,6200000,2026-04-24
3037,欣興電子,7.51,3200000,2026-04-24
2330,台灣積體,14.93,2300000,2026-04-24
3189,景碩科技,3.13,2000000,2026-04-24
8046,南亞電路,4.28,1650000,2026-04-24
8299,群聯電子,6.49,1300000,2026-04-24
2327,國巨股份,0.97,1100000,2026-04-24
2308,台達電子,6.29,1020000,2026-04-24
2368,金像電子,4.13,1000000,2026-04-24
2383,台光電子,10.17,765000,2026-04-24
2345,智邦科技,4.45,700000,2026-04-24
3017,奇鋐科技,4.81,550000,2026-04-24
2454,聯發科技,3.62,500000,2026-04-24
2360,致茂電子,2.62,460000,2026-04-24
3665,貿聯-KY,3.04,370000,2026-04-24
2404,漢唐集成,0.97,330000,2026-04-24
7769,鴻勁精密,3.79,270000,2026-04-24
6223,旺矽科技,3.59,260000,2026-04-24
1590,亞德客-KY,0.95,235000,2026-04-24
3653,健策精密,3.19,200000,2026-04-24
3081,聯亞光電,0.92,110000,2026-04-24
5274,信驊科技,4.86,100000,2026-04-24
2313,華通電腦,0.01,9000,2026-04-24
2317,鴻海精密,0.01,9000,2026-04-24
2382,廣達電腦,0.01,9000,2026-04-24
2449,京元電子,0.01,9000,2026-04-24
2603,長榮海運,0.01,9000,2026-04-24
3711,日月光投,0.01,9000,2026-04-24
6515,穎崴科技,0.03,1000,2026-04-24
6510,中華精測,0.01,1000,2026-04-24
2059,川湖科技,0.01,1000,2026-04-24
