代號,股票名稱,權重,持有數,Date
6446,藥華醫藥,0.02,4000,2026-04-01
6442,光聖,0.05,3000,2026-04-01
3324,雙鴻科技,0.02,3000,2026-04-01
1519,華城,0.01,2000,2026-04-01
8299,群聯電子,0.01,1000,2026-04-01
202604TX,台指期貨,1.1,19,2026-04-01
3702,大聯大,8.11,10943000,2026-04-02
2883,凱基金控,1.28,7853000,2026-04-02
3481,群創光電,1.26,6093000,2026-04-02
2313,華通,8.07,3680000,2026-04-02
2885,元大金,1.28,3306000,2026-04-02
2891,中信金,1.29,2904000,2026-04-02
6770,力積電,1.28,2824000,2026-04-02
6505,台塑石化,1.25,2731000,2026-04-02
3105,穩懋,8.15,2623000,2026-04-02
2606,裕民,1.28,2611000,2026-04-02
2347,聯強,1.65,2584000,2026-04-02
2882,國泰金,1.28,2156000,2026-04-02
1303,南亞,1.25,1931000,2026-04-02
2481,強茂,1.29,1764000,2026-04-02
2344,華邦電子,1.3,1697000,2026-04-02
4904,遠傳,1.28,1658000,2026-04-02
2412,中華電,1.47,1329000,2026-04-02
2337,旺宏,1.35,1290000,2026-04-02
3264,欣銓,1.28,936000,2026-04-02
3036,文曄,1.46,788000,2026-04-02
2603,長榮海運,1.28,760000,2026-04-02
4958,臻鼎-KY,1.28,706000,2026-04-02
2327,國巨*,1.29,622000,2026-04-02
3023,信邦,1.28,600000,2026-04-02
2330,台積電,8.13,532000,2026-04-02
3037,欣興,2.11,524000,2026-04-02
2395,研華,1.28,469000,2026-04-02
6213,聯茂,0.62,460000,2026-04-02
3044,健鼎科技,1.34,459000,2026-04-02
2303,聯電,0.18,383000,2026-04-02
1560,中砂,1.27,340000,2026-04-02
3583,辛耘,1.28,333000,2026-04-02
5904,寶雅,1.29,309000,2026-04-02
3293,鈊象,1.28,203000,2026-04-02
2404,漢唐,1.27,185000,2026-04-02
8996,高力,1.27,170000,2026-04-02
2368,金像電子,1.3,167000,2026-04-02
1590,亞德客-KY,1.31,155000,2026-04-02
2308,台達電子,1.29,106000,2026-04-02
7751,竑騰,1.25,100000,2026-04-02
2360,致茂,1.27,96000,2026-04-02
2345,智邦,1.3,95000,2026-04-02
3533,嘉澤端子,1.33,76000,2026-04-02
3017,奇鋐,1.27,73000,2026-04-02
2383,台光電子,1.32,56000,2026-04-02
3131,弘塑科技,1.3,54000,2026-04-02
6223,旺矽,1.3,40000,2026-04-02
3665,貿聯-KY,0.6,38000,2026-04-02
6805,富世達,0.51,32000,2026-04-02
1815,富喬工業,0.02,30000,2026-04-02
3167,大量,0.09,28000,2026-04-02
6515,穎崴,1.5,25000,2026-04-02
3715,定穎投控,0.03,20000,2026-04-02
6285,啟碁科技,0.03,19000,2026-04-02
5274,信驊科技,1.4,15000,2026-04-02
4722,國精化學,0.02,14000,2026-04-02
6290,良維,0.02,12000,2026-04-02
8021,尖點,0.02,11000,2026-04-02
2454,聯發科,0.12,10000,2026-04-02
8358,金居開發,0.02,10000,2026-04-02
2449,京元電子,0.02,9000,2026-04-02
6274,台燿,0.03,5000,2026-04-02
3491,昇達科技,0.05,4000,2026-04-02
6446,藥華醫藥,0.02,4000,2026-04-02
6442,光聖,0.05,3000,2026-04-02
3324,雙鴻科技,0.02,3000,2026-04-02
1519,華城,0.01,2000,2026-04-02
8299,群聯電子,0.01,1000,2026-04-02
202604TX,台指期貨,1.1,19,2026-04-02
3702,大聯大,8.1,10943000,2026-04-03
2883,凱基金控,1.32,7853000,2026-04-03
3481,群創光電,1.26,6093000,2026-04-03
2313,華通,8.05,3680000,2026-04-03
2885,元大金,1.28,3306000,2026-04-03
2891,中信金,1.33,2904000,2026-04-03
6770,力積電,1.27,2824000,2026-04-03
6505,台塑石化,1.26,2731000,2026-04-03
3105,穩懋,8.29,2623000,2026-04-03
2606,裕民,1.29,2611000,2026-04-03
2347,聯強,1.68,2584000,2026-04-03
2882,國泰金,1.3,2156000,2026-04-03
1303,南亞,1.3,2011000,2026-04-03
2481,強茂,1.41,1764000,2026-04-03
3037,欣興,7.56,1730000,2026-04-03
4904,遠傳,1.29,1658000,2026-04-03
2344,華邦電子,1.28,1653000,2026-04-03
2337,旺宏,1.4,1290000,2026-04-03
2412,中華電,1.28,1138000,2026-04-03
3264,欣銓,1.27,936000,2026-04-03
6213,聯茂,1.12,780000,2026-04-03
2603,長榮海運,1.3,760000,2026-04-03
4958,臻鼎-KY,1.27,706000,2026-04-03
3036,文曄,1.27,672000,2026-04-03
3023,信邦,1.32,600000,2026-04-03
2327,國巨*,1.24,598000,2026-04-03
2330,台積電,8.1,532000,2026-04-03
2395,研華,1.28,469000,2026-04-03
3044,健鼎科技,1.26,431000,2026-04-03
3260,威剛科技,1.15,379000,2026-04-03
1560,中砂,1.27,340000,2026-04-03
3583,辛耘,1.29,333000,2026-04-03
5904,寶雅,1.29,309000,2026-04-03
3293,鈊象,1.29,203000,2026-04-03
2404,漢唐,1.29,185000,2026-04-03
8996,高力,1.24,170000,2026-04-03
2368,金像電子,1.27,167000,2026-04-03
1590,亞德客-KY,1.3,155000,2026-04-03
2308,台達電子,1.28,106000,2026-04-03
7751,竑騰,1.4,100000,2026-04-03
2360,致茂,1.24,96000,2026-04-03
2345,智邦,1.27,95000,2026-04-03
3017,奇鋐,1.27,73000,2026-04-03
3533,嘉澤端子,1.24,72000,2026-04-03
3665,貿聯-KY,1.11,69000,2026-04-03
2383,台光電子,1.31,56000,2026-04-03
3131,弘塑科技,1.4,54000,2026-04-03
6223,旺矽,1.33,42000,2026-04-03
6805,富世達,0.51,32000,2026-04-03
6515,穎崴,1.39,25000,2026-04-03
5274,信驊科技,1.48,15000,2026-04-03
202604TX,台指期貨,1.11,19,2026-04-03
3702,大聯大,7.89,10793000,2026-04-07
2883,凱基金控,1.31,7761000,2026-04-07
3481,群創光電,1.19,6016000,2026-04-07
2313,華通,8.21,3639000,2026-04-07
2885,元大金,1.26,3306000,2026-04-07
2891,中信金,1.31,2868000,2026-04-07
6770,力積電,1.24,2792000,2026-04-07
6505,台塑石化,1.26,2699000,2026-04-07
2606,裕民,1.28,2611000,2026-04-07
2347,聯強,1.65,2554000,2026-04-07
3105,穩懋,8.36,2503000,2026-04-07
2882,國泰金,1.26,2129000,2026-04-07
1303,南亞,1.33,2011000,2026-04-07
3037,欣興,8.39,1820000,2026-04-07
2481,強茂,1.5,1746000,2026-04-07
4904,遠傳,1.25,1637000,2026-04-07
2344,華邦電子,1.2,1632000,2026-04-07
2337,旺宏,1.45,1290000,2026-04-07
2412,中華電,1.24,1123000,2026-04-07
3264,欣銓,1.2,936000,2026-04-07
6213,聯茂,1.2,780000,2026-04-07
2603,長榮海運,1.25,750000,2026-04-07
4958,臻鼎-KY,1.29,698000,2026-04-07
3036,文曄,1.24,664000,2026-04-07
3023,信邦,1.3,593000,2026-04-07
2327,國巨*,1.24,591000,2026-04-07
2330,台積電,8.12,532000,2026-04-07
2395,研華,1.23,463000,2026-04-07
3044,健鼎科技,1.25,425000,2026-04-07
3260,威剛科技,1.13,379000,2026-04-07
1560,中砂,1.31,336000,2026-04-07
3583,辛耘,1.37,329000,2026-04-07
5904,寶雅,1.26,305000,2026-04-07
3293,鈊象,1.27,200000,2026-04-07
2404,漢唐,1.28,182000,2026-04-07
8996,高力,1.26,170000,2026-04-07
2368,金像電子,1.25,164000,2026-04-07
1590,亞德客-KY,1.29,153000,2026-04-07
2308,台達電子,1.29,104000,2026-04-07
2360,致茂,1.21,94000,2026-04-07
2345,智邦,1.23,93000,2026-04-07
3017,奇鋐,1.2,72000,2026-04-07
3533,嘉澤端子,1.18,71000,2026-04-07
3665,貿聯-KY,1.13,69000,2026-04-07
2383,台光電子,1.3,55000,2026-04-07
3131,弘塑科技,1.4,54000,2026-04-07
6223,旺矽,1.35,42000,2026-04-07
6805,富世達,0.49,32000,2026-04-07
6515,穎崴,1.46,25000,2026-04-07
5274,信驊科技,1.32,14000,2026-04-07
202604TX,台指期貨,1.1,19,2026-04-07
3702,大聯大,7.71,10558000,2026-04-08
2883,凱基金控,1.29,7595000,2026-04-08
3481,群創光電,1.22,5880000,2026-04-08
2313,華通,7.76,3560000,2026-04-08
2885,元大金,1.21,3229000,2026-04-08
2891,中信金,1.26,2802000,2026-04-08
6770,力積電,1.25,2736000,2026-04-08
6505,台塑石化,1.14,2635000,2026-04-08
2606,裕民,1.23,2551000,2026-04-08
2347,聯強,1.61,2499000,2026-04-08
3105,穩懋,8.58,2452000,2026-04-08
2882,國泰金,1.22,2079000,2026-04-08
1303,南亞,1.33,1967000,2026-04-08
3037,欣興,8.79,1782000,2026-04-08
2481,強茂,1.39,1712000,2026-04-08
4904,遠傳,1.19,1598000,2026-04-08
2344,華邦電子,1.21,1594000,2026-04-08
2337,旺宏,1.54,1290000,2026-04-08
2412,中華電,1.17,1096000,2026-04-08
3264,欣銓,1.19,913000,2026-04-08
6213,聯茂,1.19,760000,2026-04-08
2603,長榮海運,1.18,732000,2026-04-08
4958,臻鼎-KY,1.35,684000,2026-04-08
3036,文曄,1.2,648000,2026-04-08
3023,信邦,1.26,580000,2026-04-08
2327,國巨*,1.25,578000,2026-04-08
2330,台積電,8.06,520000,2026-04-08
2395,研華,1.25,452000,2026-04-08
3044,健鼎科技,1.22,415000,2026-04-08
3260,威剛科技,1.17,379000,2026-04-08
1560,中砂,1.31,329000,2026-04-08
3583,辛耘,1.43,323000,2026-04-08
5904,寶雅,1.2,298000,2026-04-08
3293,鈊象,1.2,195000,2026-04-08
2404,漢唐,1.28,178000,2026-04-08
8996,高力,1.22,166000,2026-04-08
2368,金像電子,1.27,160000,2026-04-08
1590,亞德客-KY,1.27,149000,2026-04-08
2308,台達電子,1.34,101000,2026-04-08
2360,致茂,1.26,92000,2026-04-08
2345,智邦,1.22,90000,2026-04-08
3017,奇鋐,1.24,70000,2026-04-08
3533,嘉澤端子,1.22,69000,2026-04-08
3665,貿聯-KY,1.07,67000,2026-04-08
2383,台光電子,1.34,53000,2026-04-08
3131,弘塑科技,1.38,52000,2026-04-08
6223,旺矽,1.4,41000,2026-04-08
6805,富世達,0.48,32000,2026-04-08
6515,穎崴,1.55,25000,2026-04-08
5274,信驊科技,1.3,13000,2026-04-08
202604TX,台指期貨,0.99,19,2026-04-08
3702,大聯大,7.94,10748000,2026-04-09
2883,凱基金控,1.19,6917000,2026-04-09
3481,群創光電,1.14,5243000,2026-04-09
2337,旺宏,5.3,4618000,2026-04-09
2313,華通,7.95,3494000,2026-04-09
2885,元大金,1.14,2930000,2026-04-09
2891,中信金,1.18,2652000,2026-04-09
6770,力積電,1.1,2525000,2026-04-09
2606,裕民,1.15,2344000,2026-04-09
2347,聯強,1.49,2265000,2026-04-09
3105,穩懋,7.88,2234000,2026-04-09
2882,國泰金,1.15,1937000,2026-04-09
1303,南亞,1.24,1795000,2026-04-09
3037,欣興,8.85,1754000,2026-04-09
2344,華邦電子,1.11,1507000,2026-04-09
2481,強茂,1.21,1488000,2026-04-09
4904,遠傳,1.12,1451000,2026-04-09
6505,台塑石化,0.57,1333000,2026-04-09
2412,中華電,1.1,1006000,2026-04-09
3264,欣銓,1.12,770000,2026-04-09
6213,聯茂,1.23,701000,2026-04-09
2603,長榮海運,1.1,672000,2026-04-09
3036,文曄,1.11,613000,2026-04-09
4958,臻鼎-KY,1.2,561000,2026-04-09
2330,台積電,8.43,533000,2026-04-09
3023,信邦,1.15,521000,2026-04-09
2327,國巨*,1.15,506000,2026-04-09
2395,研華,1.15,409000,2026-04-09
3044,健鼎科技,1.13,369000,2026-04-09
3260,威剛科技,1.08,366000,2026-04-09
1560,中砂,1.2,291000,2026-04-09
5904,寶雅,1.11,269000,2026-04-09
3583,辛耘,1.28,259000,2026-04-09
3293,鈊象,1.09,176000,2026-04-09
2404,漢唐,1.15,157000,2026-04-09
8996,高力,1.14,140000,2026-04-09
1590,亞德客-KY,1.19,137000,2026-04-09
2368,金像電子,1.19,134000,2026-04-09
2308,台達電子,1.22,92000,2026-04-09
2345,智邦,1.13,83000,2026-04-09
2360,致茂,1.16,78000,2026-04-09
3017,奇鋐,1.14,63000,2026-04-09
3665,貿聯-KY,1.09,63000,2026-04-09
3533,嘉澤端子,1.1,59000,2026-04-09
6805,富世達,0.74,50000,2026-04-09
3131,弘塑科技,1.27,48000,2026-04-09
2383,台光電子,1.22,47000,2026-04-09
6223,旺矽,1.3,36000,2026-04-09
6515,穎崴,1.62,25000,2026-04-09
5274,信驊科技,1.22,12000,2026-04-09
202604TX,台指期貨,1.0,19,2026-04-09
3702,大聯大,7.9,10763000,2026-04-10
2337,旺宏,8.46,7218000,2026-04-10
2883,凱基金控,1.06,6248000,2026-04-10
3481,群創光電,1.09,5243000,2026-04-10
2313,華通,8.32,3624000,2026-04-10
2885,元大金,1.05,2742000,2026-04-10
2891,中信金,1.03,2373000,2026-04-10
6505,台塑石化,0.94,2248000,2026-04-10
2606,裕民,1.05,2150000,2026-04-10
2347,聯強,1.3,2044000,2026-04-10
3105,穩懋,7.29,1958000,2026-04-10
2882,國泰金,1.04,1782000,2026-04-10
3037,欣興,9.11,1775000,2026-04-10
1303,南亞,1.16,1769000,2026-04-10
4904,遠傳,1.02,1346000,2026-04-10
2344,華邦電子,0.98,1310000,2026-04-10
2481,強茂,1.02,1264000,2026-04-10
2412,中華電,1.01,929000,2026-04-10
6213,聯茂,1.39,812000,2026-04-10
3264,欣銓,1.17,773000,2026-04-10
2603,長榮海運,1.0,617000,2026-04-10
4958,臻鼎-KY,1.17,551000,2026-04-10
2330,台積電,8.6,536000,2026-04-10
3036,文曄,0.97,534000,2026-04-10
2327,國巨*,1.07,470000,2026-04-10
3023,信邦,1.03,468000,2026-04-10
2395,研華,1.04,374000,2026-04-10
3044,健鼎科技,1.05,350000,2026-04-10
3260,威剛科技,0.95,318000,2026-04-10
1560,中砂,1.1,266000,2026-04-10
5904,寶雅,1.01,249000,2026-04-10
3583,辛耘,1.23,228000,2026-04-10
3293,鈊象,0.95,154000,2026-04-10
8996,高力,1.17,140000,2026-04-10
2404,漢唐,1.03,138000,2026-04-10
2368,金像電子,1.17,134000,2026-04-10
1590,亞德客-KY,1.09,122000,2026-04-10
2308,台達電子,1.1,79000,2026-04-10
2360,致茂,1.12,78000,2026-04-10
2345,智邦,1.03,70000,2026-04-10
6805,富世達,1.02,68000,2026-04-10
3665,貿聯-KY,1.11,63000,2026-04-10
3533,嘉澤端子,1.04,57000,2026-04-10
3017,奇鋐,1.02,56000,2026-04-10
3131,弘塑科技,1.17,46000,2026-04-10
2383,台光電子,1.15,42000,2026-04-10
6223,旺矽,1.26,34000,2026-04-10
6515,穎崴,1.59,25000,2026-04-10
5274,信驊科技,1.21,12000,2026-04-10
202605TX,台指期貨,1.14,19,2026-04-10
3702,大聯大,7.9,10763000,2026-04-11
2337,旺宏,8.46,7218000,2026-04-11
2883,凱基金控,1.06,6248000,2026-04-11
3481,群創光電,1.09,5243000,2026-04-11
2313,華通,8.32,3624000,2026-04-11
2885,元大金,1.05,2742000,2026-04-11
2891,中信金,1.03,2373000,2026-04-11
6505,台塑石化,0.94,2248000,2026-04-11
2606,裕民,1.05,2150000,2026-04-11
2347,聯強,1.3,2044000,2026-04-11
3105,穩懋,7.29,1958000,2026-04-11
2882,國泰金,1.04,1782000,2026-04-11
3037,欣興,9.11,1775000,2026-04-11
1303,南亞,1.16,1769000,2026-04-11
4904,遠傳,1.02,1346000,2026-04-11
2344,華邦電子,0.98,1310000,2026-04-11
2481,強茂,1.02,1264000,2026-04-11
2412,中華電,1.01,929000,2026-04-11
6213,聯茂,1.39,812000,2026-04-11
3264,欣銓,1.17,773000,2026-04-11
2603,長榮海運,1.0,617000,2026-04-11
4958,臻鼎-KY,1.17,551000,2026-04-11
2330,台積電,8.6,536000,2026-04-11
3036,文曄,0.97,534000,2026-04-11
2327,國巨*,1.07,470000,2026-04-11
3023,信邦,1.03,468000,2026-04-11
2395,研華,1.04,374000,2026-04-11
3044,健鼎科技,1.05,350000,2026-04-11
3260,威剛科技,0.95,318000,2026-04-11
1560,中砂,1.1,266000,2026-04-11
5904,寶雅,1.01,249000,2026-04-11
3583,辛耘,1.23,228000,2026-04-11
3293,鈊象,0.95,154000,2026-04-11
8996,高力,1.17,140000,2026-04-11
2404,漢唐,1.03,138000,2026-04-11
2368,金像電子,1.17,134000,2026-04-11
1590,亞德客-KY,1.09,122000,2026-04-11
2308,台達電子,1.1,79000,2026-04-11
2360,致茂,1.12,78000,2026-04-11
2345,智邦,1.03,70000,2026-04-11
6805,富世達,1.02,68000,2026-04-11
3665,貿聯-KY,1.11,63000,2026-04-11
3533,嘉澤端子,1.04,57000,2026-04-11
3017,奇鋐,1.02,56000,2026-04-11
3131,弘塑科技,1.17,46000,2026-04-11
2383,台光電子,1.15,42000,2026-04-11
6223,旺矽,1.26,34000,2026-04-11
6515,穎崴,1.59,25000,2026-04-11
5274,信驊科技,1.21,12000,2026-04-11
202605TX,台指期貨,1.14,19,2026-04-11
3702,大聯大,7.36,9329000,2026-04-13
2337,旺宏,8.6,7143000,2026-04-13
2883,凱基金控,0.97,5655000,2026-04-13
3481,群創光電,0.96,4457000,2026-04-13
2313,華通,7.67,3370000,2026-04-13
2885,元大金,0.95,2462000,2026-04-13
2891,中信金,0.92,2122000,2026-04-13
2606,裕民,0.97,1952000,2026-04-13
6505,台塑石化,0.86,1903000,2026-04-13
3105,穩懋,6.96,1862000,2026-04-13
3037,欣興,9.22,1802000,2026-04-13
2347,聯強,1.17,1750000,2026-04-13
2882,國泰金,0.94,1605000,2026-04-13
1303,南亞,1.01,1442000,2026-04-13
4904,遠傳,0.93,1213000,2026-04-13
2344,華邦電子,0.93,1211000,2026-04-13
2481,強茂,0.95,1150000,2026-04-13
2412,中華電,0.92,840000,2026-04-13
6213,聯茂,1.24,743000,2026-04-13
3264,欣銓,1.11,713000,2026-04-13
2603,長榮海運,0.92,564000,2026-04-13
4958,臻鼎-KY,1.05,499000,2026-04-13
2330,台積電,8.04,495000,2026-04-13
3036,文曄,0.9,483000,2026-04-13
3023,信邦,0.95,427000,2026-04-13
2327,國巨*,1.0,402000,2026-04-13
2395,研華,0.96,343000,2026-04-13
3044,健鼎科技,0.95,312000,2026-04-13
3260,威剛科技,0.87,292000,2026-04-13
1560,中砂,1.02,241000,2026-04-13
5904,寶雅,0.91,221000,2026-04-13
3583,辛耘,1.25,218000,2026-04-13
3293,鈊象,0.88,141000,2026-04-13
2404,漢唐,0.97,128000,2026-04-13
2368,金像電子,1.09,126000,2026-04-13
8996,高力,1.09,122000,2026-04-13
1590,亞德客-KY,1.03,115000,2026-04-13
6515,穎崴,7.34,105000,2026-04-13
2308,台達電子,1.07,75000,2026-04-13
2345,智邦,1.04,70000,2026-04-13
2360,致茂,1.0,65000,2026-04-13
6805,富世達,0.92,64000,2026-04-13
3665,貿聯-KY,1.09,60000,2026-04-13
3017,奇鋐,0.95,53000,2026-04-13
3533,嘉澤端子,0.96,52000,2026-04-13
2383,台光電子,1.11,41000,2026-04-13
3131,弘塑科技,1.02,36000,2026-04-13
6223,旺矽,1.19,32000,2026-04-13
5274,信驊科技,1.09,11000,2026-04-13
202605TX,台指期貨,1.14,19,2026-04-13
3702,大聯大,7.34,9329000,2026-04-14
2337,旺宏,9.07,7143000,2026-04-14
2883,凱基金控,0.96,5655000,2026-04-14
3481,群創光電,0.99,4457000,2026-04-14
2313,華通,7.08,3370000,2026-04-14
2885,元大金,0.99,2462000,2026-04-14
2891,中信金,0.92,2122000,2026-04-14
2606,裕民,0.96,1952000,2026-04-14
6505,台塑石化,0.87,1903000,2026-04-14
3105,穩懋,6.94,1862000,2026-04-14
3037,欣興,8.77,1802000,2026-04-14
2347,聯強,1.17,1750000,2026-04-14
2882,國泰金,0.95,1605000,2026-04-14
1303,南亞,1.05,1442000,2026-04-14
4904,遠傳,0.93,1213000,2026-04-14
2344,華邦電子,0.92,1211000,2026-04-14
2481,強茂,0.93,1150000,2026-04-14
2412,中華電,0.92,840000,2026-04-14
6213,聯茂,1.36,743000,2026-04-14
3264,欣銓,1.09,713000,2026-04-14
2603,長榮海運,0.92,564000,2026-04-14
4958,臻鼎-KY,1.02,499000,2026-04-14
2330,台積電,8.29,495000,2026-04-14
3036,文曄,0.9,483000,2026-04-14
3023,信邦,0.93,427000,2026-04-14
2327,國巨*,1.02,402000,2026-04-14
2395,研華,0.96,343000,2026-04-14
3044,健鼎科技,0.97,312000,2026-04-14
