代號,股票名稱,權重,持有數,Date
6805,富世達,0.3,13000,2026-04-01
6274,台燿科技,0.1,13000,2026-04-01
7769,鴻勁精密,0.09,2000,2026-04-01
5274,信驊科技,0.13,1000,2026-04-01
6515,穎崴科技,0.09,1000,2026-04-01
202604TX,台灣證交所加權股價指數,4.1,52,2026-04-01
1216,統一企業,3.42,4026000,2026-04-02
2412,中華電信,4.29,2709000,2026-04-02
4904,遠傳電信,2.7,2443000,2026-04-02
1605,華新麗華,0.77,2118000,2026-04-02
2881,富邦金融控股,2.13,2051100,2026-04-02
2891,中國信託金融控股,1.03,1631000,2026-04-02
2395,研華,5.58,1428000,2026-04-02
2330,台灣積體電路製造,24.57,1122000,2026-04-02
2344,華邦電子,0.7,639000,2026-04-02
3264,欣銓科技,1.19,609000,2026-04-02
2317,鴻海精密工業,1.3,561000,2026-04-02
6239,力成科技,1.08,468000,2026-04-02
1477,聚陽實業,1.17,433000,2026-04-02
6789,采鈺科技,1.58,422000,2026-04-02
3293,鈊象電子,3.42,378000,2026-04-02
2382,廣達電腦,1.03,299000,2026-04-02
6488,環球晶圓,1.3,267000,2026-04-02
3711,日月光投資控股,1.06,248000,2026-04-02
6415,矽力杰,0.8,241000,2026-04-02
4749,新應材,1.94,198000,2026-04-02
2308,台達電子工業,2.79,160000,2026-04-02
3105,穩懋半導體,0.46,103000,2026-04-02
6781,AES Holding Co Ltd,1.19,101000,2026-04-02
2360,致茂電子,1.9,100000,2026-04-02
8210,勤誠興業,0.98,92000,2026-04-02
2368,金像電子（股）公司,1.01,90000,2026-04-02
2345,智邦科技,1.55,79000,2026-04-02
2454,聯發科技,1.35,78000,2026-04-02
1519,華城電機,0.65,68000,2026-04-02
3533,嘉澤端子工業,1.66,66000,2026-04-02
6442,光紅建聖,1.37,57000,2026-04-02
3037,欣興電子,0.31,53000,2026-04-02
3665,貿聯控股（BizLink Holding In,1.15,51000,2026-04-02
3017,奇鋐科技,1.07,43000,2026-04-02
2408,南亞科技,0.09,38000,2026-04-02
2383,台光電子材料,1.25,37000,2026-04-02
3036,文曄科技,0.09,35000,2026-04-02
3661,世芯電子,1.06,33000,2026-04-02
2327,國巨,0.1,33000,2026-04-02
6223,旺矽科技,1.49,32000,2026-04-02
2449,京元電子,0.09,27000,2026-04-02
6669,緯穎科技服務,0.97,24000,2026-04-02
3653,健策精密工業,0.98,21000,2026-04-02
2059,川湖科技,0.78,19000,2026-04-02
3529,力旺電子,0.42,13000,2026-04-02
6805,富世達,0.3,13000,2026-04-02
6274,台燿科技,0.1,13000,2026-04-02
7769,鴻勁精密,0.09,2000,2026-04-02
5274,信驊科技,0.13,1000,2026-04-02
6515,穎崴科技,0.09,1000,2026-04-02
202604TX,台灣證交所加權股價指數,4.1,52,2026-04-02
1216,統一企業,3.52,4026000,2026-04-03
2412,中華電信,4.38,2709000,2026-04-03
4904,遠傳電信,2.73,2443000,2026-04-03
1605,華新麗華,0.77,2118000,2026-04-03
2881,富邦金融控股,2.17,2051100,2026-04-03
2891,中國信託金融控股,1.07,1631000,2026-04-03
2395,研華,5.58,1428000,2026-04-03
2330,台灣積體電路製造,24.51,1122000,2026-04-03
2344,華邦電子,0.71,639000,2026-04-03
3264,欣銓科技,1.18,609000,2026-04-03
2317,鴻海精密工業,1.31,561000,2026-04-03
6239,力成科技,1.14,468000,2026-04-03
1477,聚陽實業,1.14,433000,2026-04-03
6789,采鈺科技,1.62,422000,2026-04-03
3293,鈊象電子,3.44,378000,2026-04-03
2382,廣達電腦,1.03,299000,2026-04-03
6488,環球晶圓,1.32,267000,2026-04-03
3711,日月光投資控股,1.08,248000,2026-04-03
6415,矽力杰,0.8,241000,2026-04-03
4749,新應材,1.91,198000,2026-04-03
2308,台達電子工業,2.76,160000,2026-04-03
3105,穩懋半導體,0.47,103000,2026-04-03
6781,AES Holding Co Ltd,1.17,101000,2026-04-03
2360,致茂電子,1.85,100000,2026-04-03
8210,勤誠興業,0.93,92000,2026-04-03
2368,金像電子（股）公司,0.98,90000,2026-04-03
2345,智邦科技,1.52,79000,2026-04-03
2454,聯發科技,1.38,78000,2026-04-03
1519,華城電機,0.65,68000,2026-04-03
3533,嘉澤端子工業,1.63,66000,2026-04-03
6442,光紅建聖,1.38,57000,2026-04-03
3037,欣興電子,0.33,53000,2026-04-03
3665,貿聯控股（BizLink Holding In,1.18,51000,2026-04-03
3017,奇鋐科技,1.07,43000,2026-04-03
2408,南亞科技,0.09,38000,2026-04-03
2383,台光電子材料,1.24,37000,2026-04-03
3036,文曄科技,0.09,35000,2026-04-03
3661,世芯電子,1.08,33000,2026-04-03
2327,國巨,0.1,33000,2026-04-03
6223,旺矽科技,1.45,32000,2026-04-03
2449,京元電子,0.08,27000,2026-04-03
6669,緯穎科技服務,0.99,24000,2026-04-03
3653,健策精密工業,0.94,21000,2026-04-03
2059,川湖科技,0.77,19000,2026-04-03
3529,力旺電子,0.41,13000,2026-04-03
6805,富世達,0.3,13000,2026-04-03
6274,台燿科技,0.1,13000,2026-04-03
7769,鴻勁精密,0.09,2000,2026-04-03
5274,信驊科技,0.14,1000,2026-04-03
6515,穎崴科技,0.08,1000,2026-04-03
202604TX,台灣證交所加權股價指數,4.08,52,2026-04-03
1216,統一企業,3.47,4026000,2026-04-07
2412,中華電信,4.32,2709000,2026-04-07
4904,遠傳電信,2.71,2443000,2026-04-07
1605,華新麗華,0.76,2118000,2026-04-07
2881,富邦金融控股,2.14,2051100,2026-04-07
2891,中國信託金融控股,1.08,1631000,2026-04-07
2395,研華,5.48,1428000,2026-04-07
2330,台灣積體電路製造,24.84,1122000,2026-04-07
2344,華邦電子,0.68,639000,2026-04-07
3264,欣銓科技,1.13,609000,2026-04-07
2317,鴻海精密工業,1.28,561000,2026-04-07
6239,力成科技,1.07,468000,2026-04-07
1477,聚陽實業,1.13,433000,2026-04-07
6789,采鈺科技,1.68,422000,2026-04-07
3293,鈊象電子,3.49,378000,2026-04-07
2382,廣達電腦,1.03,299000,2026-04-07
6488,環球晶圓,1.31,267000,2026-04-07
3711,日月光投資控股,1.04,248000,2026-04-07
6415,矽力杰,0.81,241000,2026-04-07
4749,新應材,1.91,198000,2026-04-07
2308,台達電子工業,2.89,160000,2026-04-07
3105,穩懋半導體,0.5,103000,2026-04-07
6781,AES Holding Co Ltd,1.15,101000,2026-04-07
2360,致茂電子,1.87,100000,2026-04-07
8210,勤誠興業,0.91,92000,2026-04-07
2368,金像電子（股）公司,0.99,90000,2026-04-07
2345,智邦科技,1.52,79000,2026-04-07
2454,聯發科技,1.37,78000,2026-04-07
1519,華城電機,0.64,68000,2026-04-07
3533,嘉澤端子工業,1.6,66000,2026-04-07
6442,光紅建聖,1.42,57000,2026-04-07
3037,欣興電子,0.36,53000,2026-04-07
3665,貿聯控股（BizLink Holding In,1.21,51000,2026-04-07
3017,奇鋐科技,1.04,43000,2026-04-07
2408,南亞科技,0.09,38000,2026-04-07
2383,台光電子材料,1.27,37000,2026-04-07
3036,文曄科技,0.09,35000,2026-04-07
3661,世芯電子,1.06,33000,2026-04-07
2327,國巨,0.1,33000,2026-04-07
6223,旺矽科技,1.49,32000,2026-04-07
2449,京元電子,0.09,27000,2026-04-07
6669,緯穎科技服務,0.97,24000,2026-04-07
3653,健策精密工業,0.94,21000,2026-04-07
2059,川湖科技,0.72,19000,2026-04-07
3529,力旺電子,0.43,13000,2026-04-07
6805,富世達,0.29,13000,2026-04-07
6274,台燿科技,0.11,13000,2026-04-07
7769,鴻勁精密,0.1,2000,2026-04-07
5274,信驊科技,0.14,1000,2026-04-07
6515,穎崴科技,0.08,1000,2026-04-07
202604TX,台灣證交所加權股價指數,4.11,52,2026-04-07
1216,統一企業,3.34,4026000,2026-04-08
2412,中華電信,4.14,2709000,2026-04-08
4904,遠傳電信,2.6,2443000,2026-04-08
1605,華新麗華,0.77,2118000,2026-04-08
2881,富邦金融控股,2.09,2051100,2026-04-08
2891,中國信託金融控股,1.05,1631000,2026-04-08
2395,研華,5.68,1428000,2026-04-08
2330,台灣積體電路製造,25.46,1144000,2026-04-08
2344,華邦電子,0.7,639000,2026-04-08
3264,欣銓科技,1.14,609000,2026-04-08
2317,鴻海精密工業,1.29,561000,2026-04-08
6239,力成科技,1.13,468000,2026-04-08
1477,聚陽實業,1.09,433000,2026-04-08
6789,采鈺科技,1.65,422000,2026-04-08
2408,南亞科技,1.02,399000,2026-04-08
3293,鈊象電子,3.33,378000,2026-04-08
2382,廣達電腦,1.05,299000,2026-04-08
3105,穩懋半導體,1.41,280000,2026-04-08
6488,環球晶圓,1.33,267000,2026-04-08
3711,日月光投資控股,1.08,248000,2026-04-08
6415,矽力杰,0.82,241000,2026-04-08
4749,新應材,1.96,198000,2026-04-08
2308,台達電子工業,3.04,160000,2026-04-08
6781,AES Holding Co Ltd,1.17,101000,2026-04-08
2360,致茂電子,1.97,100000,2026-04-08
8210,勤誠興業,0.94,92000,2026-04-08
2368,金像電子（股）公司,1.03,90000,2026-04-08
2345,智邦科技,1.54,79000,2026-04-08
2454,聯發科技,1.41,78000,2026-04-08
3665,貿聯控股（BizLink Holding In,1.59,69000,2026-04-08
1519,華城電機,0.64,68000,2026-04-08
3533,嘉澤端子工業,1.68,66000,2026-04-08
6442,光紅建聖,1.41,57000,2026-04-08
6805,富世達,1.19,55000,2026-04-08
3037,欣興電子,0.38,53000,2026-04-08
3017,奇鋐科技,1.09,43000,2026-04-08
2383,台光電子材料,1.34,37000,2026-04-08
3036,文曄科技,0.09,35000,2026-04-08
3661,世芯電子,1.08,33000,2026-04-08
2327,國巨,0.1,33000,2026-04-08
6223,旺矽科技,1.57,32000,2026-04-08
2449,京元電子,0.09,27000,2026-04-08
6669,緯穎科技服務,0.98,24000,2026-04-08
3653,健策精密工業,0.96,21000,2026-04-08
7769,鴻勁精密,0.97,20000,2026-04-08
2059,川湖科技,0.72,19000,2026-04-08
3529,力旺電子,0.43,13000,2026-04-08
6274,台燿科技,0.11,13000,2026-04-08
5274,信驊科技,0.14,1000,2026-04-08
6515,穎崴科技,0.09,1000,2026-04-08
202604TX,台灣證交所加權股價指數,4.16,52,2026-04-08
1216,統一企業,3.31,4026000,2026-04-09
2412,中華電信,4.18,2709000,2026-04-09
4904,遠傳電信,2.66,2443000,2026-04-09
1605,華新麗華,0.76,2118000,2026-04-09
2881,富邦金融控股,2.07,2051100,2026-04-09
2891,中國信託金融控股,1.02,1631000,2026-04-09
2395,研華,5.68,1428000,2026-04-09
2330,台灣積體電路製造,25.57,1144000,2026-04-09
2344,華邦電子,0.66,639000,2026-04-09
3264,欣銓科技,1.26,609000,2026-04-09
2317,鴻海精密工業,1.28,561000,2026-04-09
6239,力成科技,1.12,468000,2026-04-09
1477,聚陽實業,1.1,433000,2026-04-09
6789,采鈺科技,1.64,422000,2026-04-09
2408,南亞科技,0.93,399000,2026-04-09
3293,鈊象電子,3.3,378000,2026-04-09
2382,廣達電腦,1.07,299000,2026-04-09
3105,穩懋半導體,1.4,280000,2026-04-09
6488,環球晶圓,1.37,267000,2026-04-09
3711,日月光投資控股,1.11,248000,2026-04-09
6415,矽力杰,0.78,241000,2026-04-09
4749,新應材,1.98,198000,2026-04-09
2308,台達電子工業,3.01,160000,2026-04-09
6781,AES Holding Co Ltd,1.13,101000,2026-04-09
2360,致茂電子,2.1,100000,2026-04-09
8210,勤誠興業,0.93,92000,2026-04-09
2368,金像電子（股）公司,1.13,90000,2026-04-09
2345,智邦科技,1.53,79000,2026-04-09
2454,聯發科技,1.4,78000,2026-04-09
3665,貿聯控股（BizLink Holding In,1.68,69000,2026-04-09
1519,華城電機,0.63,68000,2026-04-09
3533,嘉澤端子工業,1.74,66000,2026-04-09
6442,光紅建聖,1.38,57000,2026-04-09
6805,富世達,1.16,55000,2026-04-09
3037,欣興電子,0.38,53000,2026-04-09
3017,奇鋐科技,1.1,43000,2026-04-09
2383,台光電子材料,1.36,37000,2026-04-09
3036,文曄科技,0.09,35000,2026-04-09
3661,世芯電子,1.09,33000,2026-04-09
2327,國巨,0.11,33000,2026-04-09
6223,旺矽科技,1.64,32000,2026-04-09
2449,京元電子,0.08,27000,2026-04-09
6669,緯穎科技服務,0.98,24000,2026-04-09
3653,健策精密工業,1.02,21000,2026-04-09
7769,鴻勁精密,0.97,20000,2026-04-09
2059,川湖科技,0.71,19000,2026-04-09
3529,力旺電子,0.43,13000,2026-04-09
6274,台燿科技,0.12,13000,2026-04-09
5274,信驊科技,0.14,1000,2026-04-09
6515,穎崴科技,0.09,1000,2026-04-09
202604TX,台灣證交所加權股價指數,4.15,52,2026-04-09
2412,中華電信,4.13,2709000,2026-04-10
1216,統一企業,1.98,2454000,2026-04-10
1605,華新麗華,0.75,2118000,2026-04-10
2891,中國信託金融控股,0.99,1631000,2026-04-10
2344,華邦電子,1.66,1579000,2026-04-10
4904,遠傳電信,1.59,1496000,2026-04-10
2881,富邦金融控股,1.24,1258000,2026-04-10
2330,台灣積體電路製造,25.76,1144000,2026-04-10
2395,研華,3.38,868000,2026-04-10
3264,欣銓科技,1.3,609000,2026-04-10
2317,鴻海精密工業,1.27,561000,2026-04-10
3105,穩懋半導體,2.92,559000,2026-04-10
6239,力成科技,1.13,468000,2026-04-10
1477,聚陽實業,1.07,433000,2026-04-10
6789,采鈺科技,1.6,422000,2026-04-10
2408,南亞科技,0.97,399000,2026-04-10
3189,景碩科技,1.5,349000,2026-04-10
2382,廣達電腦,1.08,299000,2026-04-10
8046,南亞電路板,2.1,279000,2026-04-10
6488,環球晶圓,1.47,267000,2026-04-10
3711,日月光投資控股,1.1,248000,2026-04-10
6415,矽力杰,0.76,241000,2026-04-10
3293,鈊象電子,1.98,229000,2026-04-10
4958,臻鼎科技控股,0.6,202000,2026-04-10
2308,台達電子工業,3.13,160000,2026-04-10
6805,富世達,2.48,118000,2026-04-10
4749,新應材,1.18,117000,2026-04-10
3665,貿聯控股（BizLink Holding In,2.82,114000,2026-04-10
6781,AES Holding Co Ltd,1.11,101000,2026-04-10
2360,致茂電子,2.01,100000,2026-04-10
8299,群聯電子,1.72,92000,2026-04-10
8210,勤誠興業,0.92,92000,2026-04-10
2368,金像電子（股）公司,1.1,90000,2026-04-10
2345,智邦科技,1.63,79000,2026-04-10
2454,聯發科技,1.38,78000,2026-04-10
3533,嘉澤端子工業,1.69,66000,2026-04-10
6442,光紅建聖,1.49,57000,2026-04-10
3037,欣興電子,0.38,53000,2026-04-10
6223,旺矽科技,2.55,49000,2026-04-10
3017,奇鋐科技,1.1,43000,2026-04-10
2383,台光電子材料,1.42,37000,2026-04-10
8996,高力熱處理工業,0.43,37000,2026-04-10
1519,華城電機,0.34,37000,2026-04-10
3653,健策精密工業,1.63,35000,2026-04-10
3661,世芯電子,1.12,33000,2026-04-10
2449,京元電子,0.08,27000,2026-04-10
6669,緯穎科技服務,0.98,24000,2026-04-10
7769,鴻勁精密,0.95,20000,2026-04-10
2059,川湖科技,0.72,19000,2026-04-10
3529,力旺電子,0.43,13000,2026-04-10
6515,穎崴科技,0.09,1000,2026-04-10
2412,中華電信,4.13,2709000,2026-04-11
1216,統一企業,1.98,2454000,2026-04-11
1605,華新麗華,0.75,2118000,2026-04-11
2891,中國信託金融控股,0.99,1631000,2026-04-11
2344,華邦電子,1.66,1579000,2026-04-11
4904,遠傳電信,1.59,1496000,2026-04-11
2881,富邦金融控股,1.24,1258000,2026-04-11
2330,台灣積體電路製造,25.76,1144000,2026-04-11
2395,研華,3.38,868000,2026-04-11
3264,欣銓科技,1.3,609000,2026-04-11
2317,鴻海精密工業,1.27,561000,2026-04-11
3105,穩懋半導體,2.92,559000,2026-04-11
6239,力成科技,1.13,468000,2026-04-11
1477,聚陽實業,1.07,433000,2026-04-11
6789,采鈺科技,1.6,422000,2026-04-11
2408,南亞科技,0.97,399000,2026-04-11
3189,景碩科技,1.5,349000,2026-04-11
2382,廣達電腦,1.08,299000,2026-04-11
8046,南亞電路板,2.1,279000,2026-04-11
6488,環球晶圓,1.47,267000,2026-04-11
3711,日月光投資控股,1.1,248000,2026-04-11
6415,矽力杰,0.76,241000,2026-04-11
3293,鈊象電子,1.98,229000,2026-04-11
4958,臻鼎科技控股,0.6,202000,2026-04-11
2308,台達電子工業,3.13,160000,2026-04-11
6805,富世達,2.48,118000,2026-04-11
4749,新應材,1.18,117000,2026-04-11
3665,貿聯控股（BizLink Holding In,2.82,114000,2026-04-11
6781,AES Holding Co Ltd,1.11,101000,2026-04-11
2360,致茂電子,2.01,100000,2026-04-11
8299,群聯電子,1.72,92000,2026-04-11
8210,勤誠興業,0.92,92000,2026-04-11
2368,金像電子（股）公司,1.1,90000,2026-04-11
2345,智邦科技,1.63,79000,2026-04-11
2454,聯發科技,1.38,78000,2026-04-11
3533,嘉澤端子工業,1.69,66000,2026-04-11
6442,光紅建聖,1.49,57000,2026-04-11
3037,欣興電子,0.38,53000,2026-04-11
6223,旺矽科技,2.55,49000,2026-04-11
3017,奇鋐科技,1.1,43000,2026-04-11
2383,台光電子材料,1.42,37000,2026-04-11
8996,高力熱處理工業,0.43,37000,2026-04-11
1519,華城電機,0.34,37000,2026-04-11
3653,健策精密工業,1.63,35000,2026-04-11
3661,世芯電子,1.12,33000,2026-04-11
2449,京元電子,0.08,27000,2026-04-11
6669,緯穎科技服務,0.98,24000,2026-04-11
7769,鴻勁精密,0.95,20000,2026-04-11
2059,川湖科技,0.72,19000,2026-04-11
3529,力旺電子,0.43,13000,2026-04-11
6515,穎崴科技,0.09,1000,2026-04-11
2412,中華電信,4.11,2709000,2026-04-13
1216,統一企業,1.99,2454000,2026-04-13
1605,華新麗華,0.75,2118000,2026-04-13
2891,中國信託金融控股,0.98,1631000,2026-04-13
2344,華邦電子,1.68,1579000,2026-04-13
4904,遠傳電信,1.59,1496000,2026-04-13
2881,富邦金融控股,1.23,1258000,2026-04-13
2330,台灣積體電路製造,25.66,1144000,2026-04-13
2395,研華,3.35,868000,2026-04-13
3264,欣銓科技,1.31,609000,2026-04-13
2317,鴻海精密工業,1.26,561000,2026-04-13
3105,穩懋半導體,2.89,559000,2026-04-13
6239,力成科技,1.15,468000,2026-04-13
1477,聚陽實業,1.05,433000,2026-04-13
6789,采鈺科技,1.76,422000,2026-04-13
2408,南亞科技,1.01,399000,2026-04-13
3189,景碩科技,1.44,349000,2026-04-13
2382,廣達電腦,1.08,299000,2026-04-13
8046,南亞電路板,2.06,279000,2026-04-13
6488,環球晶圓,1.5,267000,2026-04-13
3711,日月光投資控股,1.17,248000,2026-04-13
6415,矽力杰,0.74,241000,2026-04-13
3293,鈊象電子,1.98,229000,2026-04-13
4958,臻鼎科技控股,0.59,202000,2026-04-13
2308,台達電子工業,3.14,160000,2026-04-13
6805,富世達,2.35,118000,2026-04-13
4749,新應材,1.21,117000,2026-04-13
3665,貿聯控股（BizLink Holding In,2.86,114000,2026-04-13
6781,AES Holding Co Ltd,1.12,101000,2026-04-13
2360,致茂電子,2.12,100000,2026-04-13
8299,群聯電子,1.78,92000,2026-04-13
8210,勤誠興業,0.93,92000,2026-04-13
2368,金像電子（股）公司,1.07,90000,2026-04-13
2345,智邦科技,1.62,79000,2026-04-13
2454,聯發科技,1.42,78000,2026-04-13
3533,嘉澤端子工業,1.67,66000,2026-04-13
6442,光紅建聖,1.43,57000,2026-04-13
3037,欣興電子,0.37,53000,2026-04-13
6223,旺矽科技,2.51,49000,2026-04-13
3017,奇鋐科技,1.07,43000,2026-04-13
2383,台光電子材料,1.39,37000,2026-04-13
8996,高力熱處理工業,0.46,37000,2026-04-13
1519,華城電機,0.34,37000,2026-04-13
3653,健策精密工業,1.6,35000,2026-04-13
3661,世芯電子,1.15,33000,2026-04-13
2449,京元電子,0.09,27000,2026-04-13
6669,緯穎科技服務,0.99,24000,2026-04-13
7769,鴻勁精密,0.92,20000,2026-04-13
2059,川湖科技,0.71,19000,2026-04-13
3529,力旺電子,0.46,13000,2026-04-13
6515,穎崴科技,0.1,1000,2026-04-13
1605,華新麗華,0.76,2118000,2026-04-14
1216,統一企業,1.4,1748000,2026-04-14
2412,中華電信,2.51,1673000,2026-04-14
2891,中國信託金融控股,0.96,1631000,2026-04-14
2344,華邦電子,1.64,1579000,2026-04-14
2881,富邦金融控股,1.23,1258000,2026-04-14
2330,台灣積體電路製造,26.16,1144000,2026-04-14
4904,遠傳電信,1.0,951000,2026-04-14
3264,欣銓科技,1.27,609000,2026-04-14
2317,鴻海精密工業,1.3,561000,2026-04-14
3105,穩懋半導體,2.84,559000,2026-04-14
2395,研華,2.0,523000,2026-04-14
6239,力成科技,1.13,468000,2026-04-14
1477,聚陽實業,1.04,433000,2026-04-14
6789,采鈺科技,1.91,422000,2026-04-14
2408,南亞科技,0.98,399000,2026-04-14
3189,景碩科技,1.44,349000,2026-04-14
2382,廣達電腦,1.07,299000,2026-04-14
8046,南亞電路板,2.01,279000,2026-04-14
6488,環球晶圓,1.49,267000,2026-04-14
3711,日月光投資控股,1.17,248000,2026-04-14
6415,矽力杰,0.72,241000,2026-04-14
4958,臻鼎科技控股,0.57,202000,2026-04-14
3293,鈊象電子,1.38,164000,2026-04-14
2308,台達電子工業,3.12,160000,2026-04-14
2368,金像電子（股）公司,1.6,125000,2026-04-14
6805,富世達,2.27,118000,2026-04-14
4749,新應材,1.2,117000,2026-04-14
3665,貿聯控股（BizLink Holding In,2.91,114000,2026-04-14
2454,聯發科技,2.09,109000,2026-04-14
6781,AES Holding Co Ltd,1.1,101000,2026-04-14
2360,致茂電子,2.05,100000,2026-04-14
8996,高力熱處理工業,1.19,96000,2026-04-14
8299,群聯電子,1.8,92000,2026-04-14
8210,勤誠興業,0.98,92000,2026-04-14
2345,智邦科技,1.66,79000,2026-04-14
3533,嘉澤端子工業,1.63,66000,2026-04-14
6442,光紅建聖,1.32,57000,2026-04-14
3037,欣興電子,0.35,53000,2026-04-14
6669,緯穎科技服務,2.17,52000,2026-04-14
6223,旺矽科技,2.49,49000,2026-04-14
3017,奇鋐科技,1.11,43000,2026-04-14
2383,台光電子材料,1.48,37000,2026-04-14
1519,華城電機,0.34,37000,2026-04-14
3653,健策精密工業,1.56,35000,2026-04-14
3661,世芯電子,1.17,33000,2026-04-14
3529,力旺電子,1.0,27000,2026-04-14
7769,鴻勁精密,0.93,20000,2026-04-14
2059,川湖科技,0.73,19000,2026-04-14
6515,穎崴科技,0.09,1000,2026-04-14
2344,華邦電子,1.53,1579000,2026-04-16
2330,台灣積體電路製造,25.79,1144000,2026-04-16
2412,中華電信,1.29,877000,2026-04-16
1605,華新麗華,0.29,843000,2026-04-16
1216,統一企業,0.55,695000,2026-04-16
2891,中國信託金融控股,0.38,659000,2026-04-16
6789,采鈺科技,2.51,560000,2026-04-16
3105,穩懋半導體,2.96,559000,2026-04-16
2881,富邦金融控股,0.48,501000,2026-04-16
1477,聚陽實業,1.01,433000,2026-04-16
8046,南亞電路板,3.29,422000,2026-04-16
2408,南亞科技,0.92,399000,2026-04-16
4904,遠傳電信,0.39,379000,2026-04-16
3189,景碩科技,1.48,349000,2026-04-16
3264,欣銓科技,0.47,249000,2026-04-16
