代號,股票名稱,權重,持有數,Date
8464,億豐,0.15,142000,2026-03-30
8046,南電,0.19,103000,2026-03-30
4441,振大環球,0.04,59000,2026-03-30
3665,貿聯-KY,0.35,58136,2026-03-30
2059,川湖,0.59,53000,2026-03-30
3008,大立光,0.36,51000,2026-03-30
2548,華固,0.01,29600,2026-03-30
3529,力旺,0.2,23000,2026-03-30
5274,信驊,0.22,6000,2026-03-30
6510,精測,0.01,1000,2026-03-30
3443,創意,0.01,1000,2026-03-30
2441,超豐,2.32,8180000,2026-04-01
3264,欣銓,3.72,6992000,2026-04-01
6257,矽格,3.17,6338000,2026-04-01
1785,光洋科,1.35,4597000,2026-04-01
2316,楠梓電,1.32,4125000,2026-04-01
5536,聖暉*,7.69,3340000,2026-04-01
3105,穩懋,4.01,3325000,2026-04-01
2421,建準,1.36,3307925,2026-04-01
3036,文曄,2.23,3090000,2026-04-01
2428,興勤,1.52,3050000,2026-04-01
4958,臻鼎-KY,1.87,2654000,2026-04-01
2449,京元電子,2.24,2488000,2026-04-01
6139,亞翔,3.83,2278000,2026-04-01
5439,高技,1.74,1923000,2026-04-01
6177,達麗,0.27,1784350,2026-04-01
2330,台積電,8.52,1432000,2026-04-01
2472,立隆電,0.52,1223000,2026-04-01
2885,元大金,0.17,1102420,2026-04-01
2481,強茂,0.29,1028000,2026-04-01
2360,致茂,4.41,855000,2026-04-01
2345,智邦,3.83,719000,2026-04-01
2308,台達電,3.26,690000,2026-04-01
8210,勤誠,1.63,564000,2026-04-01
3324,雙鴻,1.6,543000,2026-04-01
3491,昇達科,2.58,539000,2026-04-01
3017,奇鋐,3.64,538000,2026-04-01
6805,富世達,3.09,501000,2026-04-01
2451,創見,0.34,464000,2026-04-01
6669,緯穎,5.06,461000,2026-04-01
2383,台光電,4.19,457000,2026-04-01
2454,聯發科,2.08,443000,2026-04-01
2327,國巨*,0.32,403000,2026-04-01
8996,高力,1.09,373000,2026-04-01
2404,漢唐,0.98,368000,2026-04-01
3376,新日興,0.22,355000,2026-04-01
1319,東陽,0.09,355000,2026-04-01
3711,日月光投控,0.4,349000,2026-04-01
5289,宜鼎,0.85,286000,2026-04-01
6223,旺矽,3.5,276000,2026-04-01
7769,鴻勁,3.2,259000,2026-04-01
6274,台燿,0.37,186000,2026-04-01
2368,金像電,0.47,155000,2026-04-01
8464,億豐,0.16,142000,2026-04-01
2059,川湖,1.17,106000,2026-04-01
8046,南電,0.19,103000,2026-04-01
4441,振大環球,0.04,59000,2026-04-01
3665,貿聯-KY,0.36,58136,2026-04-01
3008,大立光,0.36,51000,2026-04-01
2548,華固,0.01,29600,2026-04-01
3529,力旺,0.2,23000,2026-04-01
5274,信驊,0.22,6000,2026-04-01
6510,精測,0.01,1000,2026-04-01
3443,創意,0.01,1000,2026-04-01
2441,超豐,2.32,8180000,2026-04-02
3264,欣銓,3.72,6992000,2026-04-02
6257,矽格,3.17,6338000,2026-04-02
1785,光洋科,1.35,4597000,2026-04-02
2316,楠梓電,1.32,4125000,2026-04-02
5536,聖暉*,7.69,3340000,2026-04-02
3105,穩懋,4.01,3325000,2026-04-02
2421,建準,1.36,3307925,2026-04-02
3036,文曄,2.23,3090000,2026-04-02
2428,興勤,1.52,3050000,2026-04-02
4958,臻鼎-KY,1.87,2654000,2026-04-02
2449,京元電子,2.24,2488000,2026-04-02
6139,亞翔,3.83,2278000,2026-04-02
5439,高技,1.74,1923000,2026-04-02
6177,達麗,0.27,1784350,2026-04-02
2330,台積電,8.52,1432000,2026-04-02
2472,立隆電,0.52,1223000,2026-04-02
2885,元大金,0.17,1102420,2026-04-02
2481,強茂,0.29,1028000,2026-04-02
2360,致茂,4.41,855000,2026-04-02
2345,智邦,3.83,719000,2026-04-02
2308,台達電,3.26,690000,2026-04-02
8210,勤誠,1.63,564000,2026-04-02
3324,雙鴻,1.6,543000,2026-04-02
3491,昇達科,2.58,539000,2026-04-02
3017,奇鋐,3.64,538000,2026-04-02
6805,富世達,3.09,501000,2026-04-02
2451,創見,0.34,464000,2026-04-02
6669,緯穎,5.06,461000,2026-04-02
2383,台光電,4.19,457000,2026-04-02
2454,聯發科,2.08,443000,2026-04-02
2327,國巨*,0.32,403000,2026-04-02
8996,高力,1.09,373000,2026-04-02
2404,漢唐,0.98,368000,2026-04-02
3376,新日興,0.22,355000,2026-04-02
1319,東陽,0.09,355000,2026-04-02
3711,日月光投控,0.4,349000,2026-04-02
5289,宜鼎,0.85,286000,2026-04-02
6223,旺矽,3.5,276000,2026-04-02
7769,鴻勁,3.2,259000,2026-04-02
6274,台燿,0.37,186000,2026-04-02
2368,金像電,0.47,155000,2026-04-02
8464,億豐,0.16,142000,2026-04-02
2059,川湖,1.17,106000,2026-04-02
8046,南電,0.19,103000,2026-04-02
4441,振大環球,0.04,59000,2026-04-02
3665,貿聯-KY,0.36,58136,2026-04-02
3008,大立光,0.36,51000,2026-04-02
2548,華固,0.01,29600,2026-04-02
3529,力旺,0.2,23000,2026-04-02
5274,信驊,0.22,6000,2026-04-02
6510,精測,0.01,1000,2026-04-02
3443,創意,0.01,1000,2026-04-02
2441,超豐,2.29,8180000,2026-04-03
3264,欣銓,3.71,6992000,2026-04-03
6257,矽格,3.15,6338000,2026-04-03
1785,光洋科,1.33,4597000,2026-04-03
2316,楠梓電,1.35,4125000,2026-04-03
3105,穩懋,4.89,3945000,2026-04-03
5536,聖暉*,7.69,3340000,2026-04-03
2421,建準,1.34,3307925,2026-04-03
3036,文曄,2.28,3090000,2026-04-03
2428,興勤,1.51,3050000,2026-04-03
4958,臻鼎-KY,1.87,2654000,2026-04-03
2449,京元電子,2.12,2488000,2026-04-03
6139,亞翔,3.91,2278000,2026-04-03
5439,高技,1.75,1923000,2026-04-03
6177,達麗,0.28,1784350,2026-04-03
2330,台積電,8.54,1432000,2026-04-03
2472,立隆電,0.53,1223000,2026-04-03
2885,元大金,0.17,1102420,2026-04-03
2481,強茂,0.32,1028000,2026-04-03
2360,致茂,4.32,855000,2026-04-03
2345,智邦,3.77,719000,2026-04-03
2308,台達電,3.25,690000,2026-04-03
8210,勤誠,1.56,564000,2026-04-03
3324,雙鴻,1.63,543000,2026-04-03
3491,昇達科,2.66,539000,2026-04-03
3017,奇鋐,3.67,538000,2026-04-03
6805,富世達,3.11,501000,2026-04-03
2451,創見,0.36,464000,2026-04-03
6669,緯穎,5.18,461000,2026-04-03
2383,台光電,4.19,457000,2026-04-03
2454,聯發科,2.14,443000,2026-04-03
2327,國巨*,0.33,403000,2026-04-03
8996,高力,1.06,373000,2026-04-03
2404,漢唐,1.01,368000,2026-04-03
3376,新日興,0.22,355000,2026-04-03
1319,東陽,0.09,355000,2026-04-03
3711,日月光投控,0.42,349000,2026-04-03
5289,宜鼎,0.9,286000,2026-04-03
6223,旺矽,3.42,276000,2026-04-03
7769,鴻勁,3.27,259000,2026-04-03
6274,台燿,0.38,186000,2026-04-03
2368,金像電,0.46,155000,2026-04-03
8464,億豐,0.16,142000,2026-04-03
2059,川湖,1.17,106000,2026-04-03
8046,南電,0.19,103000,2026-04-03
4441,振大環球,0.04,59000,2026-04-03
3665,貿聯-KY,0.37,58136,2026-04-03
3008,大立光,0.36,51000,2026-04-03
2548,華固,0.01,29600,2026-04-03
3529,力旺,0.2,23000,2026-04-03
5274,信驊,0.23,6000,2026-04-03
6510,精測,0.01,1000,2026-04-03
3443,創意,0.01,1000,2026-04-03
3264,欣銓,3.59,7078000,2026-04-07
6257,矽格,3.19,6338000,2026-04-07
2441,超豐,1.37,4908000,2026-04-07
1785,光洋科,1.34,4597000,2026-04-07
3105,穩懋,5.21,3945000,2026-04-07
5536,聖暉*,7.46,3340000,2026-04-07
3036,文曄,2.28,3090000,2026-04-07
4958,臻鼎-KY,1.94,2654000,2026-04-07
2316,楠梓電,0.74,2475000,2026-04-07
6139,亞翔,3.82,2278000,2026-04-07
2421,建準,0.81,1984925,2026-04-07
2428,興勤,0.88,1830000,2026-04-07
6177,達麗,0.28,1784350,2026-04-07
2347,聯強,0.41,1601000,2026-04-07
2449,京元電子,1.3,1493000,2026-04-07
2330,台積電,8.87,1468000,2026-04-07
6147,頎邦,0.42,1446000,2026-04-07
2472,立隆電,0.51,1223000,2026-04-07
5439,高技,1.04,1154000,2026-04-07
2885,元大金,0.17,1102420,2026-04-07
2303,聯電,0.2,1078000,2026-04-07
2360,致茂,4.36,855000,2026-04-07
2345,智邦,3.77,719000,2026-04-07
2308,台達電,3.39,690000,2026-04-07
2481,強茂,0.21,617000,2026-04-07
3491,昇達科,2.87,539000,2026-04-07
3017,奇鋐,3.55,538000,2026-04-07
4938,和碩,0.13,528000,2026-04-07
3030,德律,0.42,504000,2026-04-07
6805,富世達,3.01,501000,2026-04-07
6669,緯穎,5.08,461000,2026-04-07
2383,台光電,4.28,457000,2026-04-07
2313,華通,0.4,452000,2026-04-07
2454,聯發科,2.11,443000,2026-04-07
8996,高力,1.1,373000,2026-04-07
2404,漢唐,1.02,368000,2026-04-07
3211,順達,0.42,358000,2026-04-07
3376,新日興,0.24,355000,2026-04-07
1319,東陽,0.09,355000,2026-04-07
3711,日月光投控,0.4,349000,2026-04-07
3324,雙鴻,0.97,326000,2026-04-07
2467,志聖,0.41,310000,2026-04-07
6488,環球晶,0.41,304000,2026-04-07
2451,創見,0.21,278000,2026-04-07
6223,旺矽,3.51,276000,2026-04-07
5289,宜鼎,0.87,274000,2026-04-07
7769,鴻勁,3.37,259000,2026-04-07
2327,國巨*,0.2,242000,2026-04-07
6274,台燿,0.41,186000,2026-04-07
2368,金像電,0.47,155000,2026-04-07
8210,勤誠,0.4,150000,2026-04-07
8464,億豐,0.16,142000,2026-04-07
2059,川湖,1.09,106000,2026-04-07
8046,南電,0.21,103000,2026-04-07
6691,洋基工程,0.13,69000,2026-04-07
4441,振大環球,0.04,59000,2026-04-07
3665,貿聯-KY,0.38,58136,2026-04-07
3008,大立光,0.36,51000,2026-04-07
3131,弘塑,0.4,39000,2026-04-07
2548,華固,0.01,29600,2026-04-07
3529,力旺,0.21,23000,2026-04-07
5274,信驊,0.22,6000,2026-04-07
3443,創意,0.01,1000,2026-04-07
6510,精測,0.01,1000,2026-04-07
3264,欣銓,3.57,7078000,2026-04-08
6257,矽格,3.31,6338000,2026-04-08
1785,光洋科,1.35,4611000,2026-04-08
3105,穩懋,5.32,3946000,2026-04-08
2347,聯強,0.92,3693000,2026-04-08
5536,聖暉*,7.09,3340000,2026-04-08
3036,文曄,2.21,3090000,2026-04-08
4958,臻鼎-KY,2.01,2654000,2026-04-08
2303,聯電,0.45,2445000,2026-04-08
6139,亞翔,3.87,2278000,2026-04-08
6177,達麗,0.26,1784350,2026-04-08
2330,台積電,8.77,1468000,2026-04-08
6147,頎邦,0.44,1446000,2026-04-08
4938,和碩,0.3,1236000,2026-04-08
2472,立隆電,0.52,1210000,2026-04-08
6285,啟碁,0.79,1184000,2026-04-08
3030,德律,0.95,1135000,2026-04-08
2885,元大金,0.16,1102420,2026-04-08
2313,華通,0.87,1033000,2026-04-08
2360,致茂,4.52,855000,2026-04-08
3211,順達,0.9,780000,2026-04-08
2345,智邦,3.77,719000,2026-04-08
2308,台達電,3.52,690000,2026-04-08
6488,環球晶,0.91,683000,2026-04-08
3491,昇達科,2.96,539000,2026-04-08
3017,奇鋐,3.68,538000,2026-04-08
6805,富世達,2.9,501000,2026-04-08
6669,緯穎,5.04,461000,2026-04-08
2383,台光電,4.44,457000,2026-04-08
2454,聯發科,2.14,443000,2026-04-08
8996,高力,1.05,373000,2026-04-08
2404,漢唐,1.02,368000,2026-04-08
3376,新日興,0.23,355000,2026-04-08
1319,東陽,0.09,355000,2026-04-08
3711,日月光投控,0.41,349000,2026-04-08
2467,志聖,0.43,314000,2026-04-08
6223,旺矽,3.65,276000,2026-04-08
5289,宜鼎,0.9,274000,2026-04-08
7769,鴻勁,3.38,259000,2026-04-08
6274,台燿,0.5,223000,2026-04-08
6691,洋基工程,0.28,159000,2026-04-08
2368,金像電,0.47,155000,2026-04-08
8464,億豐,0.15,142000,2026-04-08
3533,嘉澤,0.76,111000,2026-04-08
2059,川湖,1.08,106000,2026-04-08
8046,南電,0.2,103000,2026-04-08
3131,弘塑,0.91,89000,2026-04-08
4441,振大環球,0.03,59000,2026-04-08
3665,貿聯-KY,0.36,58136,2026-04-08
3008,大立光,0.36,51000,2026-04-08
2548,華固,0.01,29600,2026-04-08
3529,力旺,0.21,23000,2026-04-08
5274,信驊,0.23,6000,2026-04-08
3443,創意,0.01,1000,2026-04-08
6510,精測,0.01,1000,2026-04-08
3264,欣銓,3.86,7078000,2026-04-09
6257,矽格,3.28,6338000,2026-04-09
1785,光洋科,1.46,4611000,2026-04-09
3105,穩懋,5.2,3946000,2026-04-09
2347,聯強,0.91,3693000,2026-04-09
5536,聖暉*,7.02,3340000,2026-04-09
3036,文曄,2.09,3090000,2026-04-09
4958,臻鼎-KY,2.12,2654000,2026-04-09
6285,啟碁,1.71,2497000,2026-04-09
2303,聯電,0.44,2445000,2026-04-09
6139,亞翔,4.17,2278000,2026-04-09
6177,達麗,0.25,1784350,2026-04-09
2330,台積電,8.68,1468000,2026-04-09
6147,頎邦,0.42,1446000,2026-04-09
4938,和碩,0.3,1236000,2026-04-09
2472,立隆電,0.53,1210000,2026-04-09
3030,德律,0.95,1135000,2026-04-09
2885,元大金,0.16,1102420,2026-04-09
2313,華通,0.88,1033000,2026-04-09
2360,致茂,4.76,855000,2026-04-09
3211,順達,0.86,780000,2026-04-09
2345,智邦,3.68,719000,2026-04-09
2308,台達電,3.43,690000,2026-04-09
6488,環球晶,0.92,683000,2026-04-09
3491,昇達科,2.87,539000,2026-04-09
3017,奇鋐,3.64,538000,2026-04-09
2467,志聖,0.8,534000,2026-04-09
6805,富世達,2.79,501000,2026-04-09
6669,緯穎,4.99,461000,2026-04-09
2383,台光電,4.45,457000,2026-04-09
2454,聯發科,2.11,443000,2026-04-09
8996,高力,1.14,373000,2026-04-09
2404,漢唐,1.01,368000,2026-04-09
3376,新日興,0.22,355000,2026-04-09
1319,東陽,0.09,355000,2026-04-09
3711,日月光投控,0.41,349000,2026-04-09
6223,旺矽,3.73,276000,2026-04-09
5289,宜鼎,0.92,274000,2026-04-09
7769,鴻勁,3.33,259000,2026-04-09
6274,台燿,0.54,223000,2026-04-09
6691,洋基工程,0.29,159000,2026-04-09
2368,金像電,0.51,155000,2026-04-09
8464,億豐,0.15,142000,2026-04-09
3583,辛耘,0.22,120000,2026-04-09
3533,嘉澤,0.78,111000,2026-04-09
2059,川湖,1.05,106000,2026-04-09
8046,南電,0.21,103000,2026-04-09
3131,弘塑,0.88,89000,2026-04-09
4441,振大環球,0.04,59000,2026-04-09
3665,貿聯-KY,0.37,58136,2026-04-09
3008,大立光,0.35,51000,2026-04-09
2548,華固,0.01,29600,2026-04-09
3529,力旺,0.2,23000,2026-04-09
5274,信驊,0.23,6000,2026-04-09
6510,精測,0.01,1000,2026-04-09
3443,創意,0.01,1000,2026-04-09
3264,欣銓,3.94,7078000,2026-04-10
6257,矽格,3.29,6338000,2026-04-10
1785,光洋科,1.57,4611000,2026-04-10
3105,穩懋,5.4,3946000,2026-04-10
2347,聯強,0.86,3693000,2026-04-10
5536,聖暉*,7.12,3340000,2026-04-10
3036,文曄,2.05,3090000,2026-04-10
4958,臻鼎-KY,2.07,2654000,2026-04-10
6285,啟碁,1.66,2497000,2026-04-10
2303,聯電,0.45,2445000,2026-04-10
6139,亞翔,4.27,2278000,2026-04-10
6177,達麗,0.25,1784350,2026-04-10
2330,台積電,8.65,1468000,2026-04-10
6147,頎邦,0.45,1446000,2026-04-10
4938,和碩,0.29,1236000,2026-04-10
2472,立隆電,0.53,1210000,2026-04-10
3030,德律,1.01,1135000,2026-04-10
2885,元大金,0.16,1102420,2026-04-10
2313,華通,0.87,1033000,2026-04-10
2360,致茂,4.5,855000,2026-04-10
3211,順達,0.86,780000,2026-04-10
2345,智邦,3.89,719000,2026-04-10
2308,台達電,3.53,690000,2026-04-10
6488,環球晶,0.99,683000,2026-04-10
3491,昇達科,2.88,539000,2026-04-10
3017,奇鋐,3.59,538000,2026-04-10
2467,志聖,0.85,534000,2026-04-10
6805,富世達,2.75,501000,2026-04-10
6669,緯穎,4.93,461000,2026-04-10
2383,台光電,4.61,457000,2026-04-10
2454,聯發科,2.06,443000,2026-04-10
8996,高力,1.14,373000,2026-04-10
2404,漢唐,1.0,368000,2026-04-10
3376,新日興,0.22,355000,2026-04-10
1319,東陽,0.08,355000,2026-04-10
3711,日月光投控,0.4,349000,2026-04-10
6223,旺矽,3.76,276000,2026-04-10
5289,宜鼎,0.93,274000,2026-04-10
7769,鴻勁,3.21,259000,2026-04-10
6274,台燿,0.53,223000,2026-04-10
6691,洋基工程,0.3,159000,2026-04-10
2368,金像電,0.5,155000,2026-04-10
8464,億豐,0.15,142000,2026-04-10
3583,辛耘,0.24,120000,2026-04-10
3533,嘉澤,0.74,111000,2026-04-10
2059,川湖,1.05,106000,2026-04-10
8046,南電,0.2,103000,2026-04-10
3131,弘塑,0.83,89000,2026-04-10
4441,振大環球,0.03,59000,2026-04-10
3665,貿聯-KY,0.38,58136,2026-04-10
3008,大立光,0.35,51000,2026-04-10
2548,華固,0.01,29600,2026-04-10
3529,力旺,0.2,23000,2026-04-10
5274,信驊,0.22,6000,2026-04-10
6510,精測,0.01,1000,2026-04-10
3443,創意,0.01,1000,2026-04-10
3264,欣銓,3.94,7078000,2026-04-11
6257,矽格,3.29,6338000,2026-04-11
1785,光洋科,1.57,4611000,2026-04-11
3105,穩懋,5.4,3946000,2026-04-11
2347,聯強,0.86,3693000,2026-04-11
5536,聖暉*,7.12,3340000,2026-04-11
3036,文曄,2.05,3090000,2026-04-11
4958,臻鼎-KY,2.07,2654000,2026-04-11
6285,啟碁,1.66,2497000,2026-04-11
2303,聯電,0.45,2445000,2026-04-11
6139,亞翔,4.27,2278000,2026-04-11
6177,達麗,0.25,1784350,2026-04-11
2330,台積電,8.65,1468000,2026-04-11
6147,頎邦,0.45,1446000,2026-04-11
4938,和碩,0.29,1236000,2026-04-11
2472,立隆電,0.53,1210000,2026-04-11
3030,德律,1.01,1135000,2026-04-11
2885,元大金,0.16,1102420,2026-04-11
2313,華通,0.87,1033000,2026-04-11
2360,致茂,4.5,855000,2026-04-11
3211,順達,0.86,780000,2026-04-11
2345,智邦,3.89,719000,2026-04-11
2308,台達電,3.53,690000,2026-04-11
6488,環球晶,0.99,683000,2026-04-11
3491,昇達科,2.88,539000,2026-04-11
3017,奇鋐,3.59,538000,2026-04-11
2467,志聖,0.85,534000,2026-04-11
6805,富世達,2.75,501000,2026-04-11
6669,緯穎,4.93,461000,2026-04-11
2383,台光電,4.61,457000,2026-04-11
2454,聯發科,2.06,443000,2026-04-11
8996,高力,1.14,373000,2026-04-11
2404,漢唐,1.0,368000,2026-04-11
3376,新日興,0.22,355000,2026-04-11
1319,東陽,0.08,355000,2026-04-11
3711,日月光投控,0.4,349000,2026-04-11
6223,旺矽,3.76,276000,2026-04-11
5289,宜鼎,0.93,274000,2026-04-11
7769,鴻勁,3.21,259000,2026-04-11
6274,台燿,0.53,223000,2026-04-11
6691,洋基工程,0.3,159000,2026-04-11
2368,金像電,0.5,155000,2026-04-11
8464,億豐,0.15,142000,2026-04-11
3583,辛耘,0.24,120000,2026-04-11
3533,嘉澤,0.74,111000,2026-04-11
2059,川湖,1.05,106000,2026-04-11
8046,南電,0.2,103000,2026-04-11
3131,弘塑,0.83,89000,2026-04-11
4441,振大環球,0.03,59000,2026-04-11
3665,貿聯-KY,0.38,58136,2026-04-11
3008,大立光,0.35,51000,2026-04-11
2548,華固,0.01,29600,2026-04-11
3529,力旺,0.2,23000,2026-04-11
5274,信驊,0.22,6000,2026-04-11
6510,精測,0.01,1000,2026-04-11
3443,創意,0.01,1000,2026-04-11
3264,欣銓,4.01,7078000,2026-04-13
6257,矽格,3.37,6338000,2026-04-13
1785,光洋科,1.73,4611000,2026-04-13
3105,穩懋,5.35,3946000,2026-04-13
2347,聯強,0.9,3693000,2026-04-13
5536,聖暉*,7.49,3340000,2026-04-13
3036,文曄,2.09,3090000,2026-04-13
4958,臻鼎-KY,2.02,2654000,2026-04-13
6285,啟碁,1.83,2497000,2026-04-13
2303,聯電,0.44,2445000,2026-04-13
6139,亞翔,4.11,2278000,2026-04-13
6177,達麗,0.25,1784350,2026-04-13
2330,台積電,8.65,1468000,2026-04-13
6147,頎邦,0.5,1446000,2026-04-13
4938,和碩,0.29,1236000,2026-04-13
2472,立隆電,0.58,1210000,2026-04-13
3030,德律,1.04,1135000,2026-04-13
2885,元大金,0.15,1102420,2026-04-13
2313,華通,0.85,1033000,2026-04-13
2360,致茂,4.76,855000,2026-04-13
3211,順達,0.83,780000,2026-04-13
2345,智邦,3.87,719000,2026-04-13
2308,台達電,3.55,690000,2026-04-13
6488,環球晶,1.01,683000,2026-04-13
3491,昇達科,2.85,539000,2026-04-13
3017,奇鋐,3.5,538000,2026-04-13
2467,志聖,0.87,534000,2026-04-13
6805,富世達,2.62,501000,2026-04-13
6669,緯穎,4.97,461000,2026-04-13
2383,台光電,4.5,457000,2026-04-13
2454,聯發科,2.12,443000,2026-04-13
8996,高力,1.21,373000,2026-04-13
2404,漢唐,1.02,368000,2026-04-13
3376,新日興,0.21,355000,2026-04-13
1319,東陽,0.08,355000,2026-04-13
3711,日月光投控,0.43,349000,2026-04-13
6223,旺矽,3.71,276000,2026-04-13
5289,宜鼎,0.92,274000,2026-04-13
7769,鴻勁,3.14,259000,2026-04-13
6274,台燿,0.53,223000,2026-04-13
6691,洋基工程,0.29,159000,2026-04-13
2368,金像電,0.48,155000,2026-04-13
8464,億豐,0.16,142000,2026-04-13
3583,辛耘,0.25,120000,2026-04-13
3533,嘉澤,0.74,111000,2026-04-13
2059,川湖,1.05,106000,2026-04-13
8046,南電,0.2,103000,2026-04-13
3131,弘塑,0.92,89000,2026-04-13
4441,振大環球,0.03,59000,2026-04-13
3665,貿聯-KY,0.38,58136,2026-04-13
3008,大立光,0.37,51000,2026-04-13
2548,華固,0.01,29600,2026-04-13
3529,力旺,0.22,23000,2026-04-13
5274,信驊,0.22,6000,2026-04-13
6510,精測,0.01,1000,2026-04-13
3443,創意,0.01,1000,2026-04-13
3264,欣銓,3.86,7078000,2026-04-14
6257,矽格,3.36,6338000,2026-04-14
1785,光洋科,1.87,4611000,2026-04-14
3105,穩懋,5.26,3946000,2026-04-14
2347,聯強,0.88,3693000,2026-04-14
5536,聖暉*,7.7,3355000,2026-04-14
4958,臻鼎-KY,1.95,2654000,2026-04-14
6285,啟碁,1.63,2497000,2026-04-14
2303,聯電,0.43,2445000,2026-04-14
6139,亞翔,4.22,2278000,2026-04-14
6147,頎邦,0.67,2046000,2026-04-14
6177,達麗,0.24,1784350,2026-04-14
3036,文曄,1.02,1545000,2026-04-14
2330,台積電,8.79,1468000,2026-04-14
4938,和碩,0.28,1236000,2026-04-14
2472,立隆電,0.63,1210000,2026-04-14
3030,德律,1.0,1135000,2026-04-14
2885,元大金,0.16,1102420,2026-04-14
2313,華通,0.78,1033000,2026-04-14
2360,致茂,4.58,855000,2026-04-14
3211,順達,0.8,780000,2026-04-14
2345,智邦,3.96,719000,2026-04-14
2308,台達電,3.52,690000,2026-04-14
6488,環球晶,1.0,683000,2026-04-14
2467,志聖,1.08,674000,2026-04-14
3491,昇達科,2.72,539000,2026-04-14
3017,奇鋐,3.62,538000,2026-04-14
6805,富世達,2.53,501000,2026-04-14
6669,緯穎,5.04,461000,2026-04-14
